"name","cleanm","cid","tid","MolecularWeight","Complexity"
"ZOLMITRIPTAN","ZOLMITRIPTAN","60857","D0NG7O",287.36,375
"Azobenzene","Azobenzene","2272",NA,182.22,157
"Gangleoidin Acetate","Gangleoidin Acetate","4673190",NA,455.2,688
"TRIPELENNAMINE CITRATE","TRIPELENNAMINE CITRATE","197066",NA,447.5,464
"ACETANILIDE","ACETANILIDE","904",NA,135.16,116
"BENZANTHRONE","BENZANTHRONE","6697",NA,230.26,348
"VALSARTAN SODIUM","VALSARTAN SODIUM","68549251",NA,458.5,608
"APHYLLIC ACID","APHYLLIC ACID","6710683",NA,266.38,334
"SULCONAZOLE NITRATE","SULCONAZOLE","5318","D0X8XA",397.7,379
"PERINDOPRIL ERBUMINE","PERINDOPRIL ERBUMINE","441313",NA,441.6,549
"ROBUSTIC ACID","ROBUSTIC ACID","54677407",NA,380.4,673
"SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE","SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE","5702267",NA,765.4,1290
"ROSOLIC ACID","ROSOLIC ACID","5100",NA,290.3,457
"ZOMEPIRAC SODIUM","ZOMEPIRAC SODIUM","16220118",NA,313.71,385
"FENOTEROL HYDROBROMIDE","FENOTEROL HYDROBROMIDE","5702161",NA,384.3,310
"Chlormadinone Acetate","Chlormadinone Acetate","9324",NA,404.9,827
"CLEBOPRIDE MALEATE","CLEBOPRIDE MALEATE","6420010",NA,489.9,569
"AMINACRINE","AMINACRINE","7019",NA,194.23,207
"ROTENONIC ACID, METHYL ETHER","ROTENONIC ACID, METHYL ETHER","6708557",NA,410.5,644
"PRALIDOXIME MESYLATE","PRALIDOXIME MESYLATE","135476791",NA,232.26,204
"THEAFLAVANIN","THEAFLAVANIN","135403794",NA,384.3,675
"7-DESHYDROXYPYROGALLIN-4-CARBOXYLIC ACID","7-DESHYDROXYPYROGALLIN-4-CARBOXYLIC ACID","5098885",NA,248.19,613
"7,8-DIHYDROXYFLAVONE","7,8-DIHYDROXYFLAVONE","1880",NA,254.24,384
"CITRININ","CITRININ","54680783",NA,250.25,536
"KOPARIN 2-METHYL ETHER","KOPARIN 2-METHYL ETHER","6710647",NA,314.29,476
"PENTOLINIUM TARTRATE","PENTOLINIUM TARTRATE","5849",NA,538.6,347
"AMINOLEVULINIC ACID HYDROCHLORIDE","AMINOLEVULINIC ACID","137","D0Y7ZD",131.13,121
"PHENIRAMINE MALEATE","PHENIRAMINE MALEATE","5282139",NA,356.4,340
"METHYLTHIOURACIL","METHYLTHIOURACIL","667493",NA,142.18,197
"12-Methoxy-4,4-Bisnor-5Alpha-8,11,13-Podocarpatrien-3-Ol","12-Methoxy-4,4-Bisnor-5Alpha-8,11,13-Podocarpatrien-3-Ol","6728946",NA,246.34,304
"ETHYLNOREPINEPHRINE HYDROCHLORIDE","ETHYLNOREPINEPHRINE","18538",NA,197.23,177
"AVOBENZONE","AVOBENZONE","51040",NA,310.4,405
"SINOMENINE","SINOMENINE","5459308","D0F9WF",329.4,562
"FLUMETHAZONE PIVALATE","FLUMETHAZONE PIVALATE","5702055",NA,494.6,1030
"MEPIVACAINE HYDROCHLORIDE","MEPIVACAINE","4062","D0WO8W",246.35,282
"IRBESARTAN","IRBESARTAN","3749","D00JAU; D02NZO; D0C0MN",428.5,682
"FENTHION","FENTHION","3346",NA,278.3,254
"ETHION","ETHION","3286",NA,384.5,279
"PERICIAZINE","PERICIAZINE","4747","D00AWT",365.5,513
"2-MERCAPTOBENZOTHIAZOLE","2-MERCAPTOBENZOTHIAZOLE","697993",NA,167.3,158
"ROSIGLITAZONE","ROSIGLITAZONE","77999",NA,357.4,469
"PHENOLPHTHALEIN","PHENOLPHTHALEIN","4764","D03FDT",318.3,438
"TRANDOLAPRIL","TRANDOLAPRIL","5484727","D0M5OC",430.5,634
"Carvedilol Tartrate","Carvedilol Tartrate","16667700",NA,556.6,641
"LEVOFLOXACIN","LEVOFLOXACIN","149096","D02RSN",361.4,634
"METHYL 3beta,12-DIHYDROXY-11-KETOISOALLOSPIROSTAN-3-HEMISUCCINATE","METHYL 3beta,12-DIHYDROXY-11-KETOISOALLOSPIROSTAN-3-HEMISUCCINATE","6710697",NA,560.7,1040
"TOLMETIN SODIUM","TOLMETIN SODIUM","23665411",NA,279.27,353
"ANTAZOLINE PHOSPHATE","ANTAZOLINE PHOSPHATE","158798",NA,363.3,364
"FLUTRIMAZOLE","FLUTRIMAZOLE","3401","D01VMO",346.4,445
"TENIPOSIDE","TENIPOSIDE","452548","D01DBQ",656.7,1090
"*(D)Dichlorodiphenyltrichloroethane","Dichlorodiphenyltrichloroethane","3036",NA,354.5,250
"NONOXYNOL-9","NONOXYNOL-9","72385","D01TQR",616.8,520
"FLUCONAZOLE","FLUCONAZOLE","3365","D09LNI",306.27,358
"LOSARTAN","LOSARTAN","3961","D0DD0K",422.9,520
"PROPOXUR","PROPOXUR","4944",NA,209.24,206
"LEVULINIC ACID,  3-BENZYLIDENYL-","LEVULINIC ACID,  3-BENZYLIDENYL-","5951068",NA,204.22,273
"CLARITHROMYCIN","CLARITHROMYCIN","84029","D0Z1ZM",748,1190
"ORLISTAT","ORLISTAT","3034010","D0T9TJ",495.7,579
"Amitraz","Amitraz","36324",NA,293.4,354
"TETRACHLOROISOPHTHALONITRILE","TETRACHLOROISOPHTHALONITRILE","15910",NA,265.9,284
"Pioglitazone Hydrochloride","Pioglitazone","4829","D03OFF",356.4,466
"ERYTHROMYCIN STEARATE","ERYTHROMYCIN STEARATE","12559",NA,1018.4,1380
"2,4,5-TRICHLOROPHENOXYACETIC ACID","2,4,5-TRICHLOROPHENOXYACETIC ACID","1480",NA,255.5,212
"BROMPHENIRAMINE MALEATE","BROMPHENIRAMINE MALEATE","5281067",NA,435.3,368
"ACETYLCARNITINE","ACETYLCARNITINE","7045767","D0A1TG",203.24,214
"Nateglinide","Nateglinide","5311309","D06PSS",317.4,393
"BENZYLHYDRAZINE HYDROCHLORIDE","BENZYLHYDRAZINE","11157",NA,122.17,67
"Ornithine Aketoglutarate","Ornithine Aketoglutarate","389",NA,132.16,95
"ALVERINE CITRATE","ALVERINE CITRATE","21718",NA,473.6,442
"DIHYDROLONCHOCARPENIN","DIHYDROLONCHOCARPENIN","54676533",NA,420.5,739
"CEFMETAZOLE SODIUM","CEFMETAZOLE SODIUM","23666711",NA,493.5,824
"7-HYDROXY-2-METHOXYISOFLAVONE","7-HYDROXY-2-METHOXYISOFLAVONE","5397276",NA,268.26,403
"VALYLTRYPTOPHAN","VALYLTRYPTOPHAN","168182",NA,303.36,413
"DIURON","DIURON","3120",NA,233.09,211
"L-LEUCYL-L-ALANINE","LEUCYL-L-ALANINE","81721",NA,202.25,216
"HYDROXYTACRINE MALEATE","HYDROXYTACRINE MALEATE","5702293",NA,330.33,377
"MALATHION","MALATHION","4004","D0K3LW",330.4,341
"ESTRIOL BENZYL ETHER","ESTRIOL BENZYL ETHER","5702175",NA,378.5,544
"S-(1,2-Dicarboxyethyl)Glutathione","(1,2-Dicarboxyethyl)Glutathione","9802383",NA,423.4,627
"STATIL","STATIL","5278","D0U9TM",391.2,542
"Tfa-VAL-TYR-VAL-OH","Tfa-VAL-TYR-VAL-OH","40785040",NA,475.5,706
"GOSSYPOL-ACETIC ACID COMPLEX","GOSSYPOL-ACETIC ACID COMPLEX","227456",NA,578.6,811
"DIAZINON","DIAZINON","3017",NA,304.35,307
"Betamethasone Valerate","Betamethasone Valerate","16533","D03SXE",476.6,957
"PHENYLALANYLTYROSINE","PHENYLALANYLTYROSINE","515709",NA,328.4,415
"CHLORPYRIFOS","CHLORPYRIFOS","2730","D0M5ES",350.6,303
"HYDROXYCHLOROQUINE SULFATE","HYDROXYCHLOROQUINE","3652","D0OJ4L",335.9,331
"METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE","METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE","5098884",NA,262.21,628
"CHRYSAROBIN","CHRYSAROBIN","68111",NA,240.25,341
"N- (9-FLUORENYLMETHOXYCARBONYL)-L-LEUCINE","N- (9-FLUORENYLMETHOXYCARBONYL)-L-LEUCINE","1549477",NA,353.4,484
"1-AMINOCYCLOBUTANE CARBOXYLIC ACID","1-AMINOCYCLOBUTANE CARBOXYLIC ACID","89643",NA,115.13,118
"CARPROFEN","CARPROFEN","2581","D0IT2X",273.71,362
"DIMERCAPTOPROPANOL","DIMERCAPTOPROPANOL","3080","D0X2IE",124.23,32
"Chol-11-Enic Acid","Chol-11-Enic Acid","6708687",NA,372.5,652
"FUREGRELATE SODIUM","FUREGRELATE SODIUM","23663954",NA,275.23,339
"N-HISTIDYL-2-AMINONAPHTHALENE (betaNA)","N-HISTIDYL-2-AMINONAPHTHALENE (betaNA)","110993",NA,280.32,362
"Ng-METHYL-L-ARGININE ACETATE","Ng-METHYL-L-ARGININE ACETATE","4366",NA,188.23,193
"DICHLORVOS","DICHLORVOS","3039",NA,220.97,181
"LYSYLPHENYLALANYLTYROSINE","LYSYLPHENYLALANYLTYROSINE","6710772",NA,456.5,618
"Derrusnin","Derrusnin","1715307",NA,356.3,574
"METHYLERGONOVINE MALEATE","METHYLERGONOVINE MALEATE","5281072",NA,455.5,668
"MONENSIN SODIUM (monensin A is shown)","MONENSIN SODIUM (monensin A is shown)","23682226",NA,690.9,1110
"OCADECYLPHOSPHOCHOLINE","OCADECYLPHOSPHOCHOLINE","1014","D0Q4JF",184.15,158
"GLYCYLLEUCYLPHENYLALANINE","GLYCYLLEUCYLPHENYLALANINE","4433883",NA,335.4,434
"alpha-CYANO-3-HYDROXYCINNAMIC ACID","alpha-CYANO-3-HYDROXYCINNAMIC ACID","5353398",NA,189.17,300
"PHENYTOIN SODIUM","PHENYTOIN SODIUM","657302",NA,274.25,356
"PREDNISOLONE ACETATE","PREDNISOLONE ACETATE","5834",NA,402.5,827
"PROPRANOLOL HYDROCHLORIDE (-)","PROPRANOLOL HYDROCHLORIDE","62882",NA,295.8,257
"SALICYL ALCOHOL","SALICYL ALCOHOL","5146",NA,124.14,83
"O-BENZYL-l-SERINE","O-BENZYL-l-SERINE","78457","D0VX9R",195.21,178
"SALICYLAMIDE","SALICYLAMIDE","5147","D07MCK",137.14,136
"ACETYLPHENYLALANINE","ACETYLPHENYLALANINE","74839",NA,207.23,234
"ENALAPRIL MALEATE","ENALAPRIL MALEATE","5388961",NA,492.5,638
"IRIGENOL","IRIGENOL","5781144",NA,318.23,494
"ACETYLGLUCOSAMINE","ACETYLGLUCOSAMINE","24139",NA,221.21,235
"PYRANTEL PAMOATE","PYRANTEL PAMOATE","5281033",NA,594.7,816
"NONIC ACID","NONIC ACID","6708681",NA,188.22,177
"TIMOLOL MALEATE","TIMOLOL MALEATE","5281056",NA,432.5,429
"ALANYL-dl-LEUCINE","ALANYL-dl-LEUCINE","96801",NA,202.25,216
"Hematein","Hematein","135403802",NA,300.26,645
"ACETYL TYROSINE ETHYL ESTER","ACETYL TYROSINE ETHYL ESTER","2004",NA,251.28,285
"PIPERACILLIN SODIUM","PIPERACILLIN SODIUM","23666879",NA,539.5,989
"PYRILAMINE MALEATE","PYRILAMINE MALEATE","5284451","D01NJI",401.5,396
"SNAP (S-NITROSO-N-ACETYLPENICILLAMINE)","SNAP (S-NITROSO-N-ACETYLPENICILLAMINE)","5231",NA,220.25,254
"ACETYLTRYPTOPHANAMIDE","ACETYLTRYPTOPHANAMIDE","94230",NA,245.28,332
"5,7-DIHYDROXY-4-METHYLCOUMARIN","5,7-DIHYDROXY-4-METHYLCOUMARIN","5354284",NA,192.17,284
"PROCHLORPERAZINE EDISYLATE","PROCHLORPERAZINE EDISYLATE","91499",NA,564.1,668
"TERBUTALINE HEMISULFATE","TERBUTALINE HEMISULFATE","441334",NA,548.6,286
"PHENETHICILLIN POTASSIUM","PHENETHICILLIN POTASSIUM","23675317",NA,402.5,582
"ALANYL-dl-PHENYLALANINE","ALANYL-dl-PHENYLALANINE","2080",NA,236.27,275
"ISODUARTIN METHYL ETHER","ISODUARTIN METHYL ETHER","10065329",NA,332.3,405
"CEFAMANDOLE NAFATE","CEFAMANDOLE NAFATE","23665731",NA,512.5,844
"SULFACETAMIDE","SULFACETAMIDE","5320","D0M4VM",214.24,299
"VERATRIC ACID","VERATRIC ACID","7121",NA,182.17,181
"ACETYLTRYPTOPHAN","ACETYLTRYPTOPHAN","700653",NA,246.26,332
"GEMIFLOXACIN MESYLATE","GEMIFLOXACIN MESYLATE","9588170",NA,485.5,817
"RACEPHEDRINE HYDROCHLORIDE","RACEPHEDRINE","5032",NA,165.23,121
"FAMCICLOVIR","FAMCICLOVIR","3324","D0VT8P",321.33,404
"ACETYLGLUTAMIC ACID","ACETYLGLUTAMIC ACID","70914",NA,189.17,225
"Chrysin Dimethyl Ether","Chrysin Dimethyl Ether","88881",NA,282.29,411
"RESORCINOL","RESORCINOL","5054","D02DBP",110.11,64
"Cinnarazine","Cinnarazine","5353532",NA,368.5,429
"Bromo-3-Hydroxy-4- (Succin-2-Yl)-Caryolane Gamma-Lactone","Bromo-3-Hydroxy-4- (Succin-2-Yl)-Caryolane Gamma-Lactone","23847180",NA,399.3,588
"Endosulfan","Endosulfan","3224",NA,406.9,470
"Strobane","Strobane","22833294",NA,377.3,413
"CYSTAMINE DIHYDROCHLORIDE","CYSTAMINE DIHYDROCHLORIDE","5941",NA,225.2,37
"AZLOCILLIN SODIUM","AZLOCILLIN SODIUM","23685176",NA,483.5,851
"METARAMINOL BITARTRATE","METARAMINOL BITARTRATE","441414",NA,317.29,274
"AZITHROMYCIN","AZITHROMYCIN","447043","D03HJK",749,1150
"CLOFOCTOL","CLOFOCTOL","2799","D00NJL",365.3,401
"Heptachlor","Heptachlor","3589",NA,373.3,467
"N- (3-TRIFLUOROMETHYLPHENYL)PIPERAZINE HYDROCHLORIDE (TFMPP)","N- (3-TRIFLUOROMETHYLPHENYL)PIPERAZINE HYDROCHLORIDE (TFMPP)","3084246",NA,266.69,224
"SELAMECTIN","SELAMECTIN","9578507",NA,770,1550
"Aldrin","Aldrin","12310947",NA,364.9,481
"RETINYL PALMITATE","RETINYL PALMITATE","5280531",NA,524.9,803
"3-METHYL-1-PHENYL-2-PYRAZOLIN-5-ONE (MCI-186)","3-METHYL-1-PHENYL-2-PYRAZOLIN-5-ONE (MCI-186)","4021","D06DLI",174.2,241
"PEMPIDINE TARTRATE","PEMPIDINE TARTRATE","120729",NA,305.37,265
"2- (2,6-DIMETHOXYPHENOXYETHYL)AMINOMETHYL-1,4-BENZODIOXANE HYDROCHLORIDE (WB 4101)","2- (2,6-DIMETHOXYPHENOXYETHYL)AMINOMETHYL-1,4-BENZODIOXANE HYDROCHLORIDE (WB 4101)","11957505",NA,381.8,371
"ATORVASTATIN CALCIUM","ATORVASTATIN CALCIUM","60822",NA,1155.3,817
"BROMHEXINE HYDROCHLORIDE","BROMHEXINE","2442","D07UWJ",376.13,256
"Oxibendazole","Oxibendazole","4622","D0B9GM",249.27,288
"BENZALKONIUM CHLORIDE","BENZALKONIUM","2330",NA,318.6,253
"CELECOXIB","CELECOXIB","2662","D03RTS; D0KP0U",381.4,577
"PHORATE","PHORATE","4790",NA,260.4,156
"DICAMBA","DICAMBA","3030",NA,221.03,198
"PENTACHLOROPHENOL","PENTACHLOROPHENOL","992",NA,266.3,150
"HOMIDIUM BROMIDE","HOMIDIUM BROMIDE","14710",NA,394.3,419
"CYPROTERONE","CYPROTERONE","5284537","D06AEO",374.9,797
"DIBEKACIN","DIBEKACIN","470999",NA,451.5,579
"NOMIFENSIN MALEATE","NOMIFENSIN MALEATE","5358907",NA,354.4,391
"BENTAZON","BENTAZON","2328",NA,240.28,385
"ESTRONE HEMISUCCINATE","ESTRONE HEMISUCCINATE","5702254",NA,370.4,628
"AMCINONIDE","AMCINONIDE","443958","D06XHC",502.6,1090
"PERHEXILINE MALEATE","PERHEXILINE MALEATE","5284439",NA,393.6,364
"Methoxychlor","Methoxychlor","4115",NA,345.6,279
"N-AMINOHEXYL-5-CHLORO-1-NAPTHALENESULFONAMIDE HYDROCHLORIDE","N-AMINOHEXYL-5-CHLORO-1-NAPTHALENESULFONAMIDE","5681",NA,340.9,424
"Atrazine","Atrazine","2256",NA,215.68,166
"MORANTEL CITRATE","MORANTEL CITRATE","5702276",NA,412.5,500
"OXYPHENCYCLIMINE HYDROCHLORIDE","OXYPHENCYCLIMINE","4642","D0H5DU",344.4,481
"2,4,5-TRICHLOROPHENOXYACETIC ACID, ISOOCTYL ESTER","2,4,5-TRICHLOROPHENOXYACETIC ACID, ISOOCTYL ESTER","518275",NA,367.7,326
"2,4-DICHLOROPHENOXYACETIC ACID, METHYL ESTER","2,4-DICHLOROPHENOXYACETIC ACID, METHYL ESTER","1488",NA,235.06,199
"DIMETHOATE","DIMETHOATE","3082",NA,229.3,191
"CARBOFURAN","CARBOFURAN","2566",NA,221.25,277
"TEBUTHIURON","TEBUTHIURON","5383",NA,228.32,241
"CEFSULODIN SODIUM","CEFSULODIN SODIUM","656644","D0Q8XH",554.5,1040
"TILORONE","TILORONE","5475",NA,410.5,477
"Propachlor","Propachlor","4931",NA,211.69,188
"2,4-DICHLOROPHENOXYBUTYRIC ACID, METHYL ESTER","2,4-DICHLOROPHENOXYBUTYRIC ACID, METHYL ESTER","1490",NA,263.11,223
"PHOSALONE","PHOSALONE","4793",NA,367.8,418
"Methomyl","Methomyl","5353758",NA,162.21,147
"GERANYL CINNAMATE","GERANYL CINNAMATE","68985354",NA,284.4,392
"GLUCONOLACTONE","GLUCONOLACTONE","7027","D04QWD",178.14,181
"CEFTIBUTEN","CEFTIBUTEN","5282242","D05JDR",410.4,755
"S,S,S,-Tributylphosphorotrithioate","S,S,S,-Tributylphosphorotrithioate","5125",NA,314.5,179
"ALACHLOR","ALACHLOR","2078",NA,269.77,248
"METHAMIDOPHOS","METHAMIDOPHOS","4096",NA,141.13,95
"TEMEFOS","TEMEFOS","5392",NA,466.5,474
"Benfluralin","Benfluralin","2319",NA,335.28,398
"NEOPINE","NEOPINE","5462437",NA,299.4,521
"METHYL ORSELLINATE","METHYL ORSELLINATE","76658",NA,182.17,192
"TRIALLATE","TRIALLATE","5543",NA,304.7,267
"2,4-Dichlorophenoxybutyric Acid","2,4-Dichlorophenoxybutyric Acid","1489",NA,249.09,211
"Ethoprop","Ethoprop","3289",NA,242.3,152
"PROMETON","PROMETON","4928",NA,225.29,182
"2-BENZOYL-5-METHOXYBENZOQUINONE","2-BENZOYL-5-METHOXYBENZOQUINONE","6710718",NA,242.23,450
"SIBUTRAMINE HYDROCHLORIDE","SIBUTRAMINE","5210","D08KVZ",279.8,275
"Coumaphos","Coumaphos","2871",NA,362.8,500
"2,4-DICHLOROPHENOXYACETIC ACID","2,4-DICHLOROPHENOXYACETIC ACID","1486",NA,221.03,186
"Dichlorodiphenyldichloroethylene","Dichlorodiphenyldichloroethylene","3035",NA,318,269
"PROPARGITE","PROPARGITE","4936",NA,350.5,454
"METOLACHLOR","METOLACHLOR","4169",NA,283.79,285
"2-ETHOXYCARBONYL-2-ETHOXYOXALOYLOXYDIHYDROCHRYSIN DIMETHYL ETHER","2-ETHOXYCARBONYL-2-ETHOXYOXALOYLOXYDIHYDROCHRYSIN DIMETHYL ETHER","6708763",NA,456.4,744
"*(D)Azinphos Methyl","Azinphos Methyl","2268",NA,317.3,413
"*(D)Disulfoton","Disulfoton","3118",NA,274.4,168
"*(D)Endrin","Endrin","3048",NA,380.9,516
"Dacthal","Dacthal","2943",NA,332,290
"DICHLOBENIL","DICHLOBENIL","3031",NA,172.01,150
"ASPARTAME","ASPARTAME","134601","D00MFA",294.3,380
"GLYPHOSATE","GLYPHOSATE","3496","D04HMD",169.07,162
"MEVINPHOS","MEVINPHOS","5355863",NA,224.15,263
"*(D)Toxaphene","Toxaphene","5284469","D0X6OV",411.8,403
"Propazine","Propazine","4937",NA,229.71,169
"Prometryn","Prometryn","4929",NA,241.36,182
"alpha-HYODEOXYCHOLIC ACID","alpha-HYODEOXYCHOLIC ACID","5283820",NA,392.6,605
"PHENYLACETOHYDROXAMIC ACID","PHENYLACETOHYDROXAMIC ACID","220184",NA,151.16,130
"CEFDINIR","CEFDINIR","6915944","D0WS1X",395.4,739
"NALED","NALED","4420",NA,380.78,206
"*(H)Chlordane","Chlordane","5993","D01MFT",409.8,459
"PROPANIL","PROPANIL","4933",NA,218.08,187
"Trifluralin","Trifluralin","5569",NA,335.28,392
"UMBELLIFERONE","UMBELLIFERONE","5281426","D02JEZ",162.14,222
"TRIADIMEFON","TRIADIMEFON","39385",NA,293.75,338
"METHYL PARATHIONE","METHYL PARATHIONE","4130",NA,263.21,279
"OXDEMETONMETHYL","OXDEMETONMETHYL","4618",NA,246.3,201
"PARADICHLOROBENZENE","PARADICHLOROBENZENE","4685",NA,147,54
"SIMAZINE","SIMAZINE","5216",NA,201.66,131
"LOGANIC ACID","LOGANIC ACID","89640",NA,376.36,565
"CHAULMOSULFONE","CHAULMOSULFONE","6708773",NA,777.2,1010
"2,4,5-TRICHLOROPHENOXYACETIC ACID, METHYL ESTER","2,4,5-TRICHLOROPHENOXYACETIC ACID, METHYL ESTER","1482",NA,269.5,225
"IMIDACLOPRID","IMIDACLOPRID","86287518",NA,255.66,319
"7-METHOXYCHROMONE","7-METHOXYCHROMONE","600605",NA,176.17,234
"LINAMARIN","LINAMARIN","11128",NA,247.24,311
"CHOLESTANE","CHOLESTANE","6857534","D0HH9N",372.7,506
"Chlorophyllide Cu Complex Na Salt","Chlorophyllide Cu Complex Na Salt","16717692",NA,682.1,1510
"ACETOCHLOR","ACETOCHLOR","1988",NA,269.77,260
"Allodeoxycholic Acid","Allodeoxycholic Acid","5283833",NA,392.6,605
"Sinapic Acid Methyl Ether","Sinapic Acid Methyl Ether","735755",NA,238.24,262
"BENDIOCARB","BENDIOCARB","2314",NA,223.22,279
"1,4-NAPHTHOQUINONE","1,4-NAPHTHOQUINONE","8530","D0DQ6Z",158.15,227
"GATIFLOXACIN","GATIFLOXACIN","5379","D03CQE",375.4,653
"CHOLESTAN-3-ONE","CHOLESTAN-3-ONE","85881",NA,386.7,579
"p-HYDROXYCINNAMALDEHYDE","p-HYDROXYCINNAMALDEHYDE","641301",NA,148.16,144
"QUININE ETHYL CARBONATE","QUININE ETHYL","5702001",NA,396.5,585
"NICOTINYL TARTRATE","NICOTINYL TARTRATE","93578",NA,259.21,199
"ACEPHATE","ACEPHATE","1982",NA,183.17,172
"CANRENONE","CANRENONE","13789",NA,340.5,719
"BENAZEPRIL HYDROCHLORIDE","BENAZEPRIL","5362124","D0U3EC",424.5,619
"CANDESARTAN CILEXTIL","CANDESARTAN CILEXTIL","2540",NA,610.7,962
"PUTRESCINE DIHYDROCHLORIDE","PUTRESCINE DIHYDROCHLORIDE","9532",NA,161.07,17
"PAEONOL","PAEONOL","11092",NA,166.17,167
"PHENACYLAMINE HYDROCHLORIDE","PHENACYLAMINE","11952",NA,135.16,116
"EZETIMIBE","EZETIMIBE","150311","D09LWS; D0L4LX",409.4,567
"AMLODIPINE BESYLATE","AMLODIPINE BESYLATE","60496","D0H7WA",567.1,830
"2-METHYL-5,7,8-TRIMETHOXYISOFLAVONE","2-METHYL-5,7,8-TRIMETHOXYISOFLAVONE","6728948",NA,326.3,494
"CEAROIN","CEAROIN","3938139",NA,244.24,286
"o-VERATRALDEHYDE","o-VERATRALDEHYDE","66581",NA,166.17,147
"*(D)Liothyronine Sodium","Liothyronine Sodium","23666110",NA,672.95,408
"LYCOPODINE PERCHLORATE","LYCOPODINE PERCHLORATE","16667751",NA,347.8,493
"PASINIAZID","PASINIAZID","16367",NA,290.27,280
"METHICILLIN SODIUM","METHICILLIN SODIUM","23667627",NA,402.4,606
"OXFENDAZOLE","OXFENDAZOLE","40854",NA,315.3,428
"PRIDINOL METHANESULFONATE","PRIDINOL METHANESULFONATE","165542",NA,391.5,386
"HUMULENE (alpha)","HUMULENE (alpha)","6187145",NA,204.35,287
"ALOIN","ALOIN","12305761",NA,418.4,630
"SODIUM SALICYLATE","SODIUM SALICYLATE","16760658","D0X7ZL",160.1,138
"SPARTEINE HYDROIODIDE","SPARTEINE HYDROIODIDE","16667726",NA,362.29,263
"CONIINE","CONIINE","441072",NA,127.23,71
"Telmisartan","Telmisartan","65999","D0N6RF",514.6,831
"ABRINE (L)","ABRINE","160511",NA,218.25,257
"alpha-CYANO-4-HYDROXYCINNAMIC ACID","alpha-CYANO-4-HYDROXYCINNAMIC ACID","5328791",NA,189.17,292
"2-ACETYLPYRROLE","2-ACETYLPYRROLE","14079",NA,109.13,101
"3,4-DIDESMETHYL-5-DESHYDROXY-3-ETHOXYSCLEROIN","3,4-DIDESMETHYL-5-DESHYDROXY-3-ETHOXYSCLEROIN","4000243",NA,274.27,332
"METHIOTHEPIN MALEATE","METHIOTHEPIN MALEATE","5358812",NA,472.6,529
"SAPPANONE A TRIMETHYL ETHER","SAPPANONE A TRIMETHYL ETHER","6857791",NA,326.3,474
"Cefamandole Sodium","Cefamandole Sodium","23672568",NA,484.5,783
"INOSINE","INOSINE","135398641",NA,268.23,405
"PENTOBARBITAL","PENTOBARBITAL","4737","D0F0YZ",226.27,305
"7-[2-TRIFLUOROMETHYL-4-(2-HYDROXYPHENYL)-1,3-DIOXAN-cis-5-YL]-HEPT-5Z-ENOIC ACID","7-[2-TRIFLUOROMETHYL-4-(2-HYDROXYPHENYL)-1,3-DIOXAN-cis-5-YL]-HEPT-5Z-ENOIC ACID","5311390",NA,374.4,480
"Tetrahydrotrimethylhispidin","Tetrahydrotrimethylhispidin","592220",NA,292.33,379
"N- (2-AMINOETHYL)-4-CHLOROBENZAMIDE (RO-16-6491)","N- (2-AMINOETHYL)-4-CHLOROBENZAMIDE (RO-16-6491)","4289",NA,198.65,167
"4-HYDROXY-6-METHYLPYRAN-2-ONE","4-HYDROXY-6-METHYLPYRAN-2-ONE","54675757",NA,126.11,200
"Quebrachitol","Quebrachitol","151108",NA,194.18,158
"THIOPENTAL SODIUM","THIOPENTAL SODIUM","23665410",NA,264.32,346
"3beta-HYDROXY-23,24-BISNORCHOL-5-ENIC ACID","3beta-HYDROXY-23,24-BISNORCHOL-5-ENIC ACID","6728949",NA,346.5,596
"KUHLMANNIN","KUHLMANNIN","4412068",NA,298.29,440
"PHLORACETOPHENONE","PHLORACETOPHENONE","68073",NA,168.15,168
"2-ISOPRENYL-3-HYDROXY-5-METHYL-a-PYRONE","2-ISOPRENYL-3-HYDROXY-5-METHYL-a-PYRONE","54679299",NA,194.23,342
"DIPROTIN B","DIPROTIN B","146208",NA,327.42,451
"7-NITROINDAZOLE","7-NITROINDAZOLE","1893","D03WOZ",163.13,192
"Hydroxyprogesterone Caproate","Hydroxyprogesterone Caproate","169870",NA,428.6,797
"TELITHROMYCIN","TELITHROMYCIN","3002190","D09HNR",812,1440
"CARBADOX","CARBADOX","135511839",NA,262.22,352
"ESCITALOPRAM OXALATE","ESCITALOPRAM OXALATE","146571",NA,414.4,537
"ALMOTRIPTAN","ALMOTRIPTAN","123606","D0P0SM",335.5,483
"6,7-DICHLORO-3-HYDROXY-2-QUINOXALINECARBOXYLIC ACID","6,7-DICHLORO-3-HYDROXY-2-QUINOXALINECARBOXYLIC ACID","3018579",NA,259.04,372
"VALDECOXIB","VALDECOXIB","119607","D0L6DA",314.4,462
"Benzyl Penicillin Potassium","Benzyl Penicillin Potassium","23668834","D0K5OT",356.4,536
"ESTRADIOL-3-SULFATE, SODIUM SALT","ESTRADIOL-3-SULFATE","66416",NA,352.4,585
"ENDECAPHYLLIN X","ENDECAPHYLLIN X","6710740",NA,584.4,966
