"cid","tid","TARGETID","UNIPROID","TARGNAME","GENENAME","TARGTYPE","BIOCLASS"
8982,"D0A0JH","T34743",NA,"Bacterial Penicillin binding protein (Bact PBP)",NA,NA,NA
5920,"D0S6JG","T79591","THA_HUMAN","Thyroid hormone receptor alpha (THRA)","THRA","Successful target","Nuclear hormone receptor"
3305,"D00NNC","T10147","PTPRS_HUMAN","Protein-tyrosine phosphatase sigma (R-PTP-sigma)","PTPRS","Successful target","Phosphoric monoester hydrolase"
3332,"D0Y7EM","T03403","PGH1_HUMAN; PGH2_HUMAN","Prostaglandin G/H synthase (COX)","PTGS1; PTGS2","Successful target","Paired donor oxygen oxidoreductase"
72894,"D0OI1H","T20401","CAH2_HUMAN","Carbonic anhydrase II (CA-II)","CA2","Successful target","Alpha-carbonic anhydrase"
72894,"D0OI1H","T16987","CAH12_HUMAN","Carbonic anhydrase XII (CA-XII)","CA12","Successful target","Alpha-carbonic anhydrase"
72894,"D0OI1H","T06569","CAH6_HUMAN","Carbonic anhydrase VI (CA-VI)","CA6","Successful target","Alpha-carbonic anhydrase"
72894,"D0OI1H","T31992","CAH14_HUMAN","Carbonic anhydrase XIV (CA-XIV)","CA14","Successful target","Alpha-carbonic anhydrase"
72894,"D0OI1H","T64567","CAH9_HUMAN","Carbonic anhydrase IX (CA-IX)","CA9","Clinical trial target","Alpha-carbonic anhydrase"
72894,"D0OI1H","T43920",NA,"Carbonic anhydrase (CA)",NA,NA,NA
15541,"D02PCR","T72657","F4NA87_STAAU","Staphylococcus 30S ribosomal subunit (Stap-coc pbp2)","Stap-coc pbp2","Successful target",NA
2343,"D0L2MX","T20401","CAH2_HUMAN","Carbonic anhydrase II (CA-II)","CA2","Successful target","Alpha-carbonic anhydrase"
54675769,"D0Q0PR","T96144","TOP2A_HUMAN; TOP2B_HUMAN","DNA topoisomerase II (TOP2)","TOP2A; TOP2B","Successful target","ATP-hydrolyzing DNA topoisomerase"
4919,"D0R1WR","T79961","ACM5_HUMAN","Muscarinic acetylcholine receptor M5 (CHRM5)","CHRM5","Successful target","GPCR rhodopsin"
6915744,"D0Y4FL","T53601",NA,"Bacterial 50S ribosomal RNA (Bact 50S rRNA)",NA,"Successful target",NA
4174,"D0Q9JT","T84621","C11B1_HUMAN","Steroid 11-beta-hydroxylase (CYP11B1)","CYP11B1","Successful target","Paired donor oxygen oxidoreductase"
71388,"D00ARN","T83145","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","NFKB1; NFKB2; RELA; RELB; REL","Successful target",NA
3418,"D0N3UL","T03403","PGH1_HUMAN; PGH2_HUMAN","Prostaglandin G/H synthase (COX)","PTGS1; PTGS2","Successful target","Paired donor oxygen oxidoreductase"
5560,"D0Y2IZ; D0C0MN","T93878","S12A1_HUMAN","Solute carrier family 12 member 1 (SLC12A1)","SLC12A1","Successful target","Cation-chloride cotransporter"
54454,"D0H0ND; D00QNW; D01PKG","T53585","HMDH_HUMAN","HMG-CoA reductase (HMGCR)","HMGCR","Successful target","CH-OH donor oxidoreductase"
2148,"D04DLM","T70680","S22A8_HUMAN","Solute carrier family 22 member 8 (SLC22A8)","SLC22A8","Successful target","Major facilitator superfamily"
5152,"D0L5YV","T52522","ADRB2_HUMAN","Adrenergic receptor beta-2 (ADRB2)","ADRB2","Successful target","GPCR rhodopsin"
5359,"D07BPS","T60529","PGH1_HUMAN","Prostaglandin G/H synthase 1 (COX-1)","PTGS1","Successful target","Paired donor oxygen oxidoreductase"
3718,"D0Q5PL","T60529","PGH1_HUMAN","Prostaglandin G/H synthase 1 (COX-1)","PTGS1","Successful target","Paired donor oxygen oxidoreductase"
3718,"D0Q5PL","T00884","CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","CXCR1","Successful target","GPCR rhodopsin"
3718,"D0Q5PL","T56923","CXCR2_HUMAN","C-X-C chemokine receptor type 2 (CXCR2)","CXCR2","Successful target","GPCR rhodopsin"
3718,"D0Q5PL","T66665","PGH2_HUMAN","Prostaglandin G/H synthase 2 (COX-2)","PTGS2","Successful target","Paired donor oxygen oxidoreductase"
3718,"D0Q5PL","T73712","FABPL_HUMAN","Fatty acid-binding protein 1 (FABP1)","FABP1","Successful target",NA
5509,"D09BHB","T66665","PGH2_HUMAN","Prostaglandin G/H synthase 2 (COX-2)","PTGS2","Successful target","Paired donor oxygen oxidoreductase"
2788,"D06ABW","T60693","OPRK_HUMAN","Opioid receptor kappa (OPRK1)","OPRK1","Successful target","GPCR rhodopsin"
2788,"D06ABW","T43920",NA,"Carbonic anhydrase (CA)",NA,NA,NA
636403,"D0L4VR","T65200","DHI1_HUMAN","Corticosteroid 11-beta-dehydrogenase 1 (HSD11B1)","HSD11B1","Clinical trial target","Short-chain dehydrogenases reductase"
4632,"D02CWR","T55689","LIPS_HUMAN","Hormone sensitive lipase (LIPE)","LIPE","Successful target","Carboxylic ester hydrolase"
3394,"D0A1PX","T66665","PGH2_HUMAN","Prostaglandin G/H synthase 2 (COX-2)","PTGS2","Successful target","Paired donor oxygen oxidoreductase"
6166,"D04SQY","T72168","MCR_HUMAN","Mineralocorticoid receptor  (MR)","NR3C2","Successful target","Nuclear hormone receptor"
6166,"D04SQY","T30687","GCR_HUMAN","Glucocorticoid receptor messenger RNA (GCR mRNA)","NR3C1","Clinical trial target","mRNA target"
5323714,"D03CUF","T49814",NA,"Bacterial Deoxyribonucleic acid (Bact DNA)",NA,"Successful target",NA
39147,"D05SHK","T44068","ADRB1_HUMAN","Adrenergic receptor beta-1 (ADRB1)","ADRB1","Successful target","GPCR rhodopsin"
1983,"D0U5QK","T27812","SC6A4_HUMAN","Serotonin transporter (SERT)","SLC6A4","Successful target","Neurotransmitter:sodium symporter"
1983,"D0U5QK","T21945","SC6A2_HUMAN","Norepinephrine transporter (NET)","SLC6A2","Successful target","Neurotransmitter:sodium symporter"
1983,"D0U5QK","T03403","PGH1_HUMAN; PGH2_HUMAN","Prostaglandin G/H synthase (COX)","PTGS1; PTGS2","Successful target","Paired donor oxygen oxidoreductase"
9270,"D0R2KY","T22939","PRGR_HUMAN","Progesterone receptor (PGR)","PGR","Successful target","Nuclear hormone receptor"
4493,"D0SN9T","T11211","ANDR_HUMAN","Androgen receptor (AR)","AR","Successful target","Nuclear hormone receptor"
31401,"D0G3SH","T37046","BIEA_HUMAN","Biliverdin reductase A (BLVRA)","BLVRA","Successful target","CH-CH donor oxidoreductase"
31401,"D0G3SH","T08378","S23A2_HUMAN","Solute carrier family 23 member 2 (SLC23A2)","SLC23A2","Successful target","Nucleobase ascorbate transporter"
3038,"D0J4GO","T13201","CAH1_HUMAN","Carbonic anhydrase I (CA-I)","CA1","Successful target","Alpha-carbonic anhydrase"
3038,"D0J4GO","T20401","CAH2_HUMAN","Carbonic anhydrase II (CA-II)","CA2","Successful target","Alpha-carbonic anhydrase"
47499,"D0O5LU","T33193","FTSI_ECOLI","Bacterial Penicillin binding protein 3 (Bact mrcA)","Bact mrcA","Successful target","Hexosyltransferase"
54682938,"D05AFR","T72657","F4NA87_STAAU","Staphylococcus 30S ribosomal subunit (Stap-coc pbp2)","Stap-coc pbp2","Successful target",NA
446155,"D08GHB","T53585","HMDH_HUMAN","HMG-CoA reductase (HMGCR)","HMGCR","Successful target","CH-OH donor oxidoreductase"
1548943,"D0U5CE","T83193","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","TRPV1","Successful target","Transient receptor potential catioin channel"
5281607,"D01UYI","T26623","ALDR_HUMAN","Aldose reductase (AKR1B1)","AKR1B1","Successful target","Short-chain dehydrogenases reductase"
5281607,"D01UYI","T13260","CP19A_HUMAN","Aromatase (CYP19A1)","CYP19A1","Successful target","Paired donor oxygen oxidoreductase"
5281607,"D01UYI","T89361","CDK6_HUMAN","Cyclin-dependent kinase 6 (CDK6)","CDK6","Successful target","Kinase"
5281607,"D01UYI","T92521","CP1B1_HUMAN","Cytochrome P450 1B1 (CYP1B1)","CYP1B1","Clinical trial target","Paired donor oxygen oxidoreductase"
5281607,"D01UYI","T61317","Q965D6_PLAFA","Plasmodium Oxoacyl-[acyl-carrier protein] reductase (Malaria fabG)","Malaria fabG","Clinical trial target","Short-chain dehydrogenases reductase"
4409,"D05CKR","T66665","PGH2_HUMAN","Prostaglandin G/H synthase 2 (COX-2)","PTGS2","Successful target","Paired donor oxygen oxidoreductase"
10909430,"D0M1IO","T81900","IDE_HUMAN","Insulin-degrading enzyme (IDE)","IDE","Successful target","Peptidase"
3739,"D07OIX","T63068","ALBU_HUMAN","Serum albumin (ALB)","ALB","Successful target",NA
4935,"D0Q7ZG","T43739","SCNAA_HUMAN","Voltage-gated sodium channel alpha Nav1.8 (SCN10A)","SCN10A","Successful target","Voltage-gated ion channel"
3290,"D0Q0RC","T77913","HRH1_HUMAN","Histamine H1 receptor (H1R)","HRH1","Successful target","GPCR rhodopsin"
223368,"D0R6DT","T44011","DHB1_HUMAN","Estradiol 17 beta-dehydrogenase 1 (17-beta-HSD1)","HSD17B1","Clinical trial target","CH-OH donor oxidoreductase"
5280445,"D04AIT; D0V7NH","T09826","TOP1_HUMAN","DNA topoisomerase I (TOP1)","TOP1","Successful target","Topoisomerase"
5280445,"D04AIT; D0V7NH","T64410","VANY_ENTFA","Bacterial DD-carboxypeptidase (Bact vanYB)","Bact vanYB","Successful target","Peptidase"
5280445,"D04AIT; D0V7NH","T30653","PCAT1_HUMAN; PCAT2_HUMAN","Acetyl-CoA:lyso-PAF acetyltransferase (PCAT)","LPCAT1; LPCAT2","Successful target",NA
5280445,"D04AIT; D0V7NH","T29130","STAT3_HUMAN","Signal transducer and activator of transcription 3 (STAT3)","STAT3","Successful target","Transcription factor"
123662,"D00OAN","T51487","GBRA1_HUMAN","GABA(A) receptor alpha-1 (GABRA1)","GABRA1","Successful target","Ligand-gated ion channel"
123662,"D00OAN","T08910","GBRG2_HUMAN","GABA(A) receptor gamma-2 (GABRG2)","GABRG2","Successful target","Neurotransmitter receptor"
123662,"D00OAN","T64382",NA,"Gamma-aminobutyric acid receptor (GAR)",NA,NA,NA
5735,"D0ZB7K","T54128",NA,"Glutamate receptor AMPA (GRIA)",NA,NA,"Chloride channel"
5353338,"D06BNI","T51487","GBRA1_HUMAN","GABA(A) receptor alpha-1 (GABRA1)","GABRA1","Successful target","Ligand-gated ion channel"
5353338,"D06BNI","T64382",NA,"Gamma-aminobutyric acid receptor (GAR)",NA,NA,NA
5922,"D0W5CQ","T88185","HCAR2_HUMAN","Nicotinic acid receptor (HCAR2)","HCAR2","Successful target","GPCR rhodopsin"
91610,"D06HBQ","T09423","KCJ10_HUMAN","Inward rectifier potassium channel Kir1.2 (KCNJ10)","KCNJ10","Successful target","Inward rectifier potassium channel"
21319,"D0Q2AT","T34743",NA,"Bacterial Penicillin binding protein (Bact PBP)",NA,NA,NA
3784,"D0Z7KE","T45993",NA,"Calcium channel unspecific (CaC)",NA,NA,NA
37393,"D07MVK","T39610","CALM1_HUMAN; CALM2_HUMAN; CALM3_HUMAN","Calmodulin (CALM)","CALM","Successful target","Calmodulin-dependent secretion"
667484,"D02YPG","T28722","GBRG3_HUMAN","GABA(A) receptor gamma-3 (GABRG3)","GABRG3","Successful target","Ligand-gated ion channel"
34633,"D04VPA","T39716","SCN5A_HUMAN","Voltage-gated sodium channel alpha Nav1.5 (SCN5A)","SCN5A","Successful target","Voltage-gated ion channel"
441306,"D07JZF","T72657","F4NA87_STAAU","Staphylococcus 30S ribosomal subunit (Stap-coc pbp2)","Stap-coc pbp2","Successful target",NA
5280460,"D05QOR","T16042","LOX15_HUMAN","Arachidonate 15-lipoxygenase (15-LOX)","ALOX15","Patented-recorded target","Oxygenase"
5531,"D0U2CV","T91331","FGFR3_HUMAN","Fibroblast growth factor receptor 3 (FGFR3)","FGFR3",NA,"Kinase"
5531,"D0U2CV","T52624",NA,"Platelet-derived growth factor receptor (PDGFR)",NA,NA,NA
20299,"D0OK5I","T79961","ACM5_HUMAN","Muscarinic acetylcholine receptor M5 (CHRM5)","CHRM5","Successful target","GPCR rhodopsin"
5284585,"D0E9WL","T34743",NA,"Bacterial Penicillin binding protein (Bact PBP)",NA,NA,NA
4915,"D08GYO","T86836",NA,"Human Deoxyribonucleic acid (hDNA)",NA,"Successful target",NA
91668,"D0V2JK","T89534","ESR1_HUMAN","Estrogen receptor (ESR)","ESR1","Successful target","Nuclear hormone receptor"
115163,"D08HDY","T34743",NA,"Bacterial Penicillin binding protein (Bact PBP)",NA,NA,NA
47641,"D00HPK","T93344","ERG1_HUMAN","Squalene monooxygenase (SQLE)","SQLE","Successful target","Paired donor oxygen oxidoreductase"
54675785,"D0H1AR","T72657","F4NA87_STAAU","Staphylococcus 30S ribosomal subunit (Stap-coc pbp2)","Stap-coc pbp2","Successful target",NA
41049,"D0S5YC","T99799","CHLE_HUMAN","Cholinesterase (BCHE)","BCHE","Successful target","Type-B carboxylesterase/lipase"
6714002,"D09IEE","T68066","ERR1_HUMAN; ERR2_HUMAN; ERR3_HUMAN","Steroid hormone receptor ERR (ESRR)","ESRRA; ESRRB; ESRRG","Successful target","Nuclear hormone receptor"
17134,"D07PAO","T83011","AOFB_HUMAN","Monoamine oxidase type B (MAO-B)","MAOB","Successful target","CH-NH(2) donor oxidoreductase"
17134,"D07PAO","T88240","DHPS_ECOLI","Bacterial Dihydropteroate synthetase (Bact folP)","Bact folP","Successful target","Alkyl aryl transferase"
5284447,"D02FEM","T87119",NA,"Fungal Cell membrane (Fung CM)",NA,NA,NA
3081545,"D0B0FU","T71905",NA,"Bacterial 16S ribosomal RNA (Bact 16S rRNA)",NA,"Successful target",NA
3902,"D0C1WH","T13260","CP19A_HUMAN","Aromatase (CYP19A1)","CYP19A1","Successful target","Paired donor oxygen oxidoreductase"
2905,"D0B1EV","T79961","ACM5_HUMAN","Muscarinic acetylcholine receptor M5 (CHRM5)","CHRM5","Successful target","GPCR rhodopsin"
65981,"D0N5YA","T91480","ABCC8_HUMAN","ATP-binding cassette transporter C8 (ABCC8)","ABCC8","Successful target","ABC transporter"
65981,"D0N5YA","T02777","ABCC9_HUMAN","ATP-binding cassette transporter C9 (ABCC9)","ABCC9","Successful target","ABC transporter"
6256,"D05RHI","T52227","TYSY_CANAL","Candida Thymidylate synthase (Candi TMP1)","Candi TMP1","Successful target","Methyltransferase"
5756,"D0Z1FX","T89534","ESR1_HUMAN","Estrogen receptor (ESR)","ESR1","Successful target","Nuclear hormone receptor"
441130,"D0O5FY","T34743",NA,"Bacterial Penicillin binding protein (Bact PBP)",NA,NA,NA
5284549,"D05UYW","T20401","CAH2_HUMAN","Carbonic anhydrase II (CA-II)","CA2","Successful target","Alpha-carbonic anhydrase"
3306,"D01MXV","T15117",NA,"Adrenergic receptor (ADR)",NA,NA,"GPCR rhodopsin"
38945,"D01PJR","T12819","COP1_HUMAN","E3 ubiquitin-protein ligase COP1 (RFWD2)","RFWD2","Successful target","Acyltransferase"
4849,"D09NNS","T93878","S12A1_HUMAN","Solute carrier family 12 member 1 (SLC12A1)","SLC12A1","Successful target","Cation-chloride cotransporter"
4631,"D0X2MB","T44068","ADRB1_HUMAN","Adrenergic receptor beta-1 (ADRB1)","ADRB1","Successful target","GPCR rhodopsin"
36921,"D08USU","T34743",NA,"Bacterial Penicillin binding protein (Bact PBP)",NA,NA,NA
5362129,"D01STB","T82577","ACE_HUMAN","Angiotensin-converting enzyme (ACE)","SLC33A1","Successful target","Glycosylase"
15443,"D0Q7FM","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
15443,"D0Q7FM","T02551","DRD3_HUMAN","Dopamine D3 receptor (D3R)","DRD3","Successful target","GPCR rhodopsin"
5311507,"D0I8LU","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
5280723,"D0I4DQ","T76198","TA2R_HUMAN","Thromboxane A2 receptor (TBXA2R)","TBXA2R","Successful target","GPCR rhodopsin"
5280723,"D0I4DQ","T38529","PE2R2_HUMAN","Prostaglandin E2 receptor EP2 (PTGER2)","PTGER2","Successful target","GPCR rhodopsin"
19675,"D0AO6B","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
5904,"D00QAR","T33193","FTSI_ECOLI","Bacterial Penicillin binding protein 3 (Bact mrcA)","Bact mrcA","Successful target","Hexosyltransferase"
5904,"D00QAR","T57560","PBPA_ECOLI; PBPB_ECOLI; PBPC_ECOLI","Bacterial Penicillin binding protein 1 (Bact pbp)","Bact mrcA; Bact mrcB; Bact pbpC","Clinical trial target",NA
5280863,"D0G3TK","T26623","ALDR_HUMAN","Aldose reductase (AKR1B1)","AKR1B1","Successful target","Short-chain dehydrogenases reductase"
5280863,"D0G3TK","T31595","NRAM_I33A0","Influenza Neuraminidase (Influ NA)","Influ NA","Successful target","Glycosylase"
5280863,"D0G3TK","T44011","DHB1_HUMAN","Estradiol 17 beta-dehydrogenase 1 (17-beta-HSD1)","HSD17B1","Clinical trial target","CH-OH donor oxidoreductase"
5280863,"D0G3TK","T88285","LGUL_HUMAN","Lactoylglutathione lyase (GLO1)","GLO1","Clinical trial target","Carbon-sulfur lyases"
5280863,"D0G3TK","T92521","CP1B1_HUMAN","Cytochrome P450 1B1 (CYP1B1)","CYP1B1","Clinical trial target","Paired donor oxygen oxidoreductase"
5280863,"D0G3TK","T46521","ANDR_HUMAN","Androgen receptor messenger RNA (AR mRNA)","AR","Clinical trial target","mRNA target"
5280863,"D0G3TK","T61317","Q965D6_PLAFA","Plasmodium Oxoacyl-[acyl-carrier protein] reductase (Malaria fabG)","Malaria fabG","Clinical trial target","Short-chain dehydrogenases reductase"
5280863,"D0G3TK","T16042","LOX15_HUMAN","Arachidonate 15-lipoxygenase (15-LOX)","ALOX15","Patented-recorded target","Oxygenase"
5280863,"D0G3TK","T93566","LOX5_HUMAN","LOX-5 messenger RNA (ALOX5 mRNA)","ALOX5","Discontinued target","mRNA target"
4060,"D07RGW","T39716","SCN5A_HUMAN","Voltage-gated sodium channel alpha Nav1.5 (SCN5A)","SCN5A","Successful target","Voltage-gated ion channel"
5479537,"D0A1CB","T66040","MRDA_ECOLI","Bacterial Penicillin binding protein 2 (Bact mrdA)","Bact mrdA","Successful target",NA
5282440,"D0C7AA","T65864","MK14_HUMAN","Stress-activated protein kinase 2a (p38 alpha)","MAPK14","Clinical trial target","Kinase"
6178111,"D0P8RS","T89515","DEFM_HUMAN","Polypeptide deformylase (PDF)","PDF","Successful target","CH-NH donor oxidoreductase"
33478,"D04KAQ","T34743",NA,"Bacterial Penicillin binding protein (Bact PBP)",NA,NA,NA
54385,"D08SEI","T77913","HRH1_HUMAN","Histamine H1 receptor (H1R)","HRH1","Successful target","GPCR rhodopsin"
4641,"D06ZPS","T63068","ALBU_HUMAN","Serum albumin (ALB)","ALB","Successful target",NA
4075,"D0C4YC","T60529","PGH1_HUMAN","Prostaglandin G/H synthase 1 (COX-1)","PTGS1","Successful target","Paired donor oxygen oxidoreductase"
135398743,"D05CHI","T17003",NA,"DNA-directed RNA polymerase (RNAP)",NA,NA,NA
72326,"D05KJY","T98062","PYGM_HUMAN","Glycogen phosphorylase muscle form (GP)","PYGM","Patented-recorded target","Glycosyltransferases"
54707177,"D04VEJ","T72657","F4NA87_STAAU","Staphylococcus 30S ribosomal subunit (Stap-coc pbp2)","Stap-coc pbp2","Successful target",NA
5311412,"D0D2TN","T72841","ERR1_HUMAN","Estrogen-related receptor-alpha (ESRRA)","ESRRA","Successful target","Nuclear hormone receptor"
41781,"D0J9XZ","T93878","S12A1_HUMAN","Solute carrier family 12 member 1 (SLC12A1)","SLC12A1","Successful target","Cation-chloride cotransporter"
6307,"D0J8ZA","T43920",NA,"Carbonic anhydrase (CA)",NA,NA,NA
5282367,"D05VOH","T30372","CYSP_TRYCR","Trypanosoma Cruzipain (Trypano CYSP)","Trypano CYSP","Successful target","Peptidase"
19003,"D00HWO","T34743",NA,"Bacterial Penicillin binding protein (Bact PBP)",NA,NA,NA
4078,"D04AAN","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
107715,"D09NNH","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
5013,"D0G2BS","T64591","5HT3A_HUMAN","5-HT 3A receptor (HTR3A)","HTR3A","Successful target","GPCR rhodopsin"
5013,"D0G2BS","T64765","HRH3_HUMAN","Histamine H3 receptor (H3R)","HRH3",NA,"GPCR rhodopsin"
5013,"D0G2BS","T58940","5HT3B_HUMAN","5-HT 3B receptor (HTR3B)","HTR3B","Discontinued target","GPCR rhodopsin"
5374,"D0Y7XC","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
158397,"D0T5SU","T33584","GRIA1_HUMAN","Glutamate receptor AMPA 1 (GRIA1)","GRIA1","Successful target","Glutamate-gated ion channel"
158397,"D0T5SU","T54128",NA,"Glutamate receptor AMPA (GRIA)",NA,NA,"Chloride channel"
5012,"D0S6PJ","T27812","SC6A4_HUMAN","Serotonin transporter (SERT)","SLC6A4","Successful target","Neurotransmitter:sodium symporter"
3033769,"D07MEH","T85435","INSR_HUMAN","Insulin receptor (INSR)","INSR","Successful target","Kinase"
3033769,"D07MEH","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
27400,"D06XZR","T85605",NA,"5-HT receptor (5HTR)",NA,NA,"GPCR rhodopsin"
21117106,"D0S8AN","T73495","GRIK1_HUMAN","Glutamate receptor ionotropic kainate 1 (GRIK1)","GRIK1","Successful target","Glutamate-gated ion channel"
21117106,"D0S8AN","T87930","GRIK5_HUMAN","Glutamate receptor ionotropic kainate 5 (GRIK5)","GRIK5","Literature-reported target","Glutamate-gated ion channel"
21117106,"D0S8AN","T68876","GRIK3_HUMAN","Glutamate receptor ionotropic kainate 3 (GluK3)","GRIK3","Literature-reported target",NA
21117106,"D0S8AN","T87588","GRIK4_HUMAN","Glutamate receptor ionotropic kainate 4 (GluK4)","GRIK4","Literature-reported target",NA
65854,"D02ZPM","T78709","5HT1A_HUMAN","5-HT 1A receptor (HTR1A)","HTR1A","Successful target","GPCR rhodopsin"
65854,"D02ZPM","T07806","5HT1B_HUMAN","5-HT 1B receptor (HTR1B)","HTR1B","Successful target","GPCR rhodopsin"
2264,"D00SVU","T84160",NA,"5-HT 3 receptor (5HT3R)",NA,NA,"GPCR rhodopsin"
3080554,"D0B5ZA","T62276","NMDZ1_HUMAN","Glutamate receptor ionotropic NMDA 1 (NMDAR1)","GRIN1","Successful target","Glutamate-gated ion channel"
3080554,"D0B5ZA","T22285","NMDE1_HUMAN","Glutamate receptor ionotropic NMDA 2A (NMDAR2A)","GRIN2A","Successful target","Glutamate-gated ion channel"
3080554,"D0B5ZA","T76414","NMDE2_HUMAN","Glutamate receptor ionotropic NMDA 2B (NMDAR2B)","GRIN2B","Successful target","Glutamate-gated ion channel"
3080554,"D0B5ZA","T56588","NMDE4_HUMAN","Glutamate receptor ionotropic NMDA 2D (GluN2D)","GRIN2D","Literature-reported target",NA
3080554,"D0B5ZA","T72595","NMDE3_HUMAN","Glutamate receptor ionotropic NMDA 2C (GluN2C)","GRIN2C","Literature-reported target",NA
5475158,"D0B3WX","T32060","5HT2A_HUMAN","5-HT 2A receptor (HTR2A)","HTR2A","Successful target","GPCR rhodopsin"
60753,"D02MLW","T67952",NA,"Potassium channel unspecific (KC)",NA,NA,NA
5743,"D0IT2G; D0W8ZE","T40016","GCR_HUMAN","Glucocorticoid receptor (NR3C1)","NR3C1","Successful target","Nuclear hormone receptor"
5743,"D0IT2G; D0W8ZE","T47387","BCL2_HUMAN","BCL-2 messenger RNA (BCL2 mRNA)","BCL2","Clinical trial target","mRNA target"
4735,"D05EAM","T14558","TRYB1_HUMAN","Tryptase alpha/beta-1 (Tryptase)","TPSAB1","Successful target","Peptidase"
441207,"D0M3QP","T03917","AT1A1_HUMAN; AT1A2_HUMAN; AT1A3_HUMAN; AT1B1_HUMAN; AT1B2_HUMAN; AT1B3_HUMAN","Sodium/potassium-transporting ATPase (SPT ATPase)","ATP1A1; ATP1A2; ATP1A3; ATP1B1; ATP1B2; ATP1B3","Successful target","Acid anhydrides hydrolase"
2750,"D03GWY","T58921","PPARG_HUMAN","Peroxisome proliferator-activated receptor gamma (PPAR-gamma)","PPARG","Successful target","Nuclear hormone receptor"
6072,"D06WAL","T54771","SC5A1_HUMAN","Sodium/glucose cotransporter 1 (SGLT1)","SLC5A1","Clinical trial target","Solute:sodium symporter"
11541511,"D0A4YK","T03917","AT1A1_HUMAN; AT1A2_HUMAN; AT1A3_HUMAN; AT1B1_HUMAN; AT1B2_HUMAN; AT1B3_HUMAN","Sodium/potassium-transporting ATPase (SPT ATPase)","ATP1A1; ATP1A2; ATP1A3; ATP1B1; ATP1B2; ATP1B3","Successful target","Acid anhydrides hydrolase"
123865,"D03LMM","T60366","DCOR_HUMAN","Ornithine decarboxylase (ODC1)","ODC1","Successful target","Carbon-carbon lyase"
123865,"D03LMM","T71905",NA,"Bacterial 16S ribosomal RNA (Bact 16S rRNA)",NA,"Successful target",NA
6683,"D0XJ7I","T39087","POL_HV1B1","Human immunodeficiency virus Integrase (HIV IN)","HIV IN","Successful target","Integrase"
5271544,"D00HVZ","T13260","CP19A_HUMAN","Aromatase (CYP19A1)","CYP19A1","Successful target","Paired donor oxygen oxidoreductase"
5271544,"D00HVZ","T83011","AOFB_HUMAN","Monoamine oxidase type B (MAO-B)","MAOB","Successful target","CH-NH(2) donor oxidoreductase"
65064,"D09CKU; D0EA3E; D0U2BH","T29130","STAT3_HUMAN","Signal transducer and activator of transcription 3 (STAT3)","STAT3","Successful target","Transcription factor"
65064,"D09CKU; D0EA3E; D0U2BH","T05387","TGM2_HUMAN","Tissue transglutaminase (TG2)","TGM2","Preclinical target","Acyltransferase"
65064,"D09CKU; D0EA3E; D0U2BH","T68251","MMP2_HUMAN","Matrix metalloproteinase-2 (MMP-2)","MMP2","Successful target","Peptidase"
65064,"D09CKU; D0EA3E; D0U2BH","T93344","ERG1_HUMAN","Squalene monooxygenase (SQLE)","SQLE","Successful target","Paired donor oxygen oxidoreductase"
65064,"D09CKU; D0EA3E; D0U2BH","T16514","FAS_HUMAN","Fatty acid synthase (FASN)","FASN","Successful target","Acyltransferase"
65064,"D09CKU; D0EA3E; D0U2BH","T14342","POL_HV1B1","Human immunodeficiency virus Reverse transcriptase (HIV RT)","HIV RT","Successful target",NA
65064,"D09CKU; D0EA3E; D0U2BH","T53748","Q965D5_PLAFA","Plasmodium Enoyl-ACP reductase (Malaria fabI)","Malaria fabI","Successful target","CH-CH donor oxidoreductase"
65064,"D09CKU; D0EA3E; D0U2BH","T40332","ELNE_HUMAN","Neutrophil elastase (NE)","ELANE","Clinical trial target","Peptidase"
65064,"D09CKU; D0EA3E; D0U2BH","T65019","MMP14_HUMAN","Matrix metalloproteinase-14 (MMP-14)","MMP14","Clinical trial target","Peptidase"
65064,"D09CKU; D0EA3E; D0U2BH","T61317","Q965D6_PLAFA","Plasmodium Oxoacyl-[acyl-carrier protein] reductase (Malaria fabG)","Malaria fabG","Clinical trial target","Short-chain dehydrogenases reductase"
65064,"D09CKU; D0EA3E; D0U2BH","T01943","Q965D7_PLAFA","Plasmodium Beta-hydroxyacyl-ACP dehydratase (Malaria FabZ)","Malaria FabZ","Clinical trial target",NA
