"name","cleanm","cid","tid","MolecularWeight","Complexity","inSmall","structCluster","pharma","night1_sleep","day1_sleep","night2_sleep","day2_sleep","night1_sleepBout","day1_sleepBout","night2_sleepBout","day2_sleepBout","night1_sleepLength","day1_sleepLength","night2_sleepLength","day2_sleepLength","night1_sleepLatency","day1_sleepLatency","night2_sleepLatency","day2_sleepLatency","night1_averageActivity","day1_averageActivity","night2_averageActivity","day2_averageActivity","night1_averageWaking","day1_averageWaking","night2_averageWaking","day2_averageWaking","daymean_averageWaking","nightmean_averageWaking"
"CYCLOCREATINE","CYCLOCREATINE","2896","D0Z8LA",143.14,178,FALSE,530,"UN",-1.9287,-0.23352,0.69766,-0.30167,0.93492,0.31639,-0.024673,0.31995,-0.76644,-0.36681,0.86129,-0.4343,1.2156,-0.088577,-0.24803,-0.27664,0.32439,0.33942,-0.74565,0.17661,-0.1527,0.45162,-0.88343,-0.10225,0.11736,-0.41625
"PROTOVERATRINE A","PROTOVERATRINE A","8931",NA,793.9,1630,FALSE,105,"NaN",-0.96416,-0.50936,0.22826,-0.4824,0.88049,0.075555,0.061683,0.11886,-0.64621,-0.42295,0.1991,-0.49465,0.5833,-0.3382,-0.25463,0.16409,0.065232,0.37657,-0.366,-0.12619,-0.21095,0.10352,-0.4547,-0.49942,-0.29565,-0.32099
"Ampicillin Sodium","Ampicillin Sodium","23663979",NA,371.4,568,FALSE,520,"SY-CW-",-1.7093,-0.73464,0.29022,-0.34797,0.79886,-0.27861,-0.62053,0.45008,-0.7366,-0.54728,0.65994,-0.4991,2.5345,0.072472,0.53095,-0.01842,0.27659,0.28909,-0.41625,-0.41287,-0.13223,-0.057943,-0.45429,-0.62045,-0.44439,-0.25736
"BERBERINE CHLORIDE","BERBERINE","2353","D0W8WB",336.4,488,FALSE,190,"ADR-A-2+",-0.44266,-0.083102,0.67073,0.39403,0.57047,0.73376,0.54086,1.3691,-0.38312,-0.14118,0.54214,-0.12334,0.09379,-0.19504,-0.29755,-0.4832,0.50674,-0.23416,-0.99219,-0.61576,0.21538,-0.3524,-0.87142,-0.54516,-0.51855,-0.37905
"AMSACRINE HYDROCHLORIDE","AMSACRINE","2179","D0G9YH",393.5,601,FALSE,514,"TO-2-",-0.56114,0.65376,0.75737,0.22383,0.69913,1.188,0.32484,1.1861,-0.39241,-0.10826,0.8163,-0.12552,0.16665,-0.18104,-0.37059,-0.38761,0.44148,0.093873,-0.86304,-0.15665,0.11263,0.91933,-0.81175,-0.008034,0.46676,-0.40864
"NITROFURAZONE","NITROFURAZONE","5447130","D0IE1E",198.14,261,FALSE,22,"NaN",-0.5019,-0.12941,0.28651,-0.27066,0.4191,0.78313,0.54086,0.47731,-0.41011,-0.14269,-0.070582,-0.13464,-0.059207,0.28852,-0.32494,-0.078311,0.22989,0.33511,-0.50555,-0.031094,-0.19921,0.35529,-0.49382,-0.22685,0.043367,-0.4176
"SALSALATE","SALSALATE","5161","D0Y0JH",258.23,341,FALSE,663,"NaN",-1.0965,-0.2879,-0.099586,-0.38144,0.19962,0.1512,0.12192,-0.089747,-0.51683,-0.13226,-0.29573,-0.12612,-0.12478,-0.29999,-0.1332,-0.11484,1.2338,0.76413,0.42207,0.48341,0.35003,0.97545,0.012434,0.26019,0.68172,0.22831
"WARFARIN","WARFARIN","54678486","D0E3OF",308.3,502,FALSE,663,"VKOR-",-0.95608,-0.07384,-0.30488,-0.26965,0.10123,0.71402,0.3183,0.72426,-0.47117,-0.13896,-0.5227,-0.13678,0.29779,1.995,-0.17885,0.16778,0.68797,0.30612,-0.30389,0.034038,0.084963,0.33749,-0.5347,-0.085303,0.13411,-0.26237
"Carbenoxolone Sodium","Carbenoxolone Sodium","636402","D0G6ZW",614.7,1190,FALSE,674,"NaN",-1.3269,-0.52357,0.10006,-0.319,0.57803,0.082078,0.37067,0.33098,-0.66705,-0.14957,-0.066924,-0.13442,0.02822,5.3325,-0.29983,1.2817,0.9079,0.7985,-0.91028,0.12314,-0.042213,0.59136,-1.1268,-0.13864,0.2182,-0.6926
"TRANEXAMIC ACID","TRANEXAMIC ACID","5526","D05HXX",157.21,139,FALSE,681,"FIBR+",-0.8727,-0.26011,-0.097702,-0.27872,0.48721,0.24994,0.43613,0.25781,-0.53074,-0.14152,-0.34991,-0.12994,0.21036,-0.10019,-0.17429,-0.27745,1.1244,0.42578,-0.33667,0.031411,0.34639,0.24658,-0.45815,-0.18884,0.017993,-0.052107
"3-AMINOBENZAMIDE","3-AMINOBENZAMIDE","1645","D0K2PD",136.15,136,FALSE,639,"APOP-",0.00065765,-0.77682,-0.29388,-0.5389,0.48332,-0.74645,-0.033534,-0.70777,-0.20179,-0.58035,-0.29785,-0.2348,-0.1064,-0.34912,-0.23284,-0.51113,0.081345,1.3148,0.63526,1.2007,0.21911,1.1075,0.62583,0.91588,1.1504,0.40615
"THIABENDAZOLE","THIABENDAZOLE","5430","D08QCJ",201.25,212,FALSE,115,"NEMO-",-0.20617,-0.58803,-0.33447,-0.25545,0.45157,-0.66655,-0.17786,-0.14774,-0.30016,-0.37009,-0.23234,-0.35944,0.16375,-0.14153,-0.33368,0.44148,0.45845,1.1714,1.1596,0.47732,0.64296,1.2044,1.3973,0.36077,0.88069,1.0397
"CHLOROQUINE DIPHOSPHATE","CHLOROQUINE DIPHOSPHATE","64927",NA,515.9,359,FALSE,275,"DNA-",-0.12419,-0.22876,-0.44148,0.13844,0.41187,0.32982,-0.3294,0.74401,-0.28032,-0.39603,-0.29032,-0.13533,-0.16513,-0.28411,0.072224,-0.42839,0.12925,0.64938,1.6929,0.30831,0.23795,0.82818,2.2517,0.67457,0.85424,0.98554
"2,3-DIACETOXY-7,8-EPOXY-24,29-DINOR-1,3,5-FRIEDELATRIENE-20-CARBOXYLIC ACID","2,3-DIACETOXY-7,8-EPOXY-24,29-DINOR-1,3,5-FRIEDELATRIENE-20-CARBOXYLIC ACID","6710688",NA,552.7,1140,FALSE,240,"NaN",0.15159,0.066429,0.13229,0.59,0.56271,0.37212,-0.14178,0.83447,-0.18901,-0.13675,0.096527,0.057808,-0.27672,-0.247,0.20584,-0.36665,-0.0041249,0.53698,0.61844,0.13111,0.20238,0.7636,0.92315,0.43197,0.67686,0.49467
"PROADIFEN HYDROCHLORIDE","PROADIFEN","4910",NA,353.5,375,FALSE,438,"MRP-1-",-0.22667,-0.53311,-0.53741,-0.52663,0.63415,-0.56786,-0.22837,-0.60869,-0.31574,-0.11399,-0.46867,-0.24633,-0.05942,-0.11809,-0.22107,-0.27157,0.15094,1.1388,1.5662,1.0637,0.31997,1.2064,1.8439,0.93464,1.2164,0.9152
"PROTOPORPHYRIN IX","PROTOPORPHYRIN IX","4971","D0AF3A",562.7,1010,FALSE,225,"OXIDIZE+",-0.2304,-0.37293,-0.9599,-0.27876,0.22135,-0.088468,-0.99329,0.15813,-0.24674,-0.38802,-0.58601,-0.45462,-0.21212,0.12019,0.26355,-0.073035,0.23401,0.28877,1.3497,0.086056,0.27046,0.11759,0.89249,0.0085606,0.070444,0.5429
"BEZAFIBRATE","BEZAFIBRATE","39042","D00WCX",361.8,452,FALSE,672,"LPCF+",0.21681,-0.46789,-0.06327,-0.1082,0.78499,-0.25766,0.54376,0.15813,-0.21325,-0.43673,-0.31063,-0.20277,-0.11815,-0.3516,-0.2757,-0.29256,-0.021709,1.1032,0.59819,0.71974,0.24378,1.0342,0.93193,0.7205,0.99567,0.53349
"CEFOXITIN SODIUM","CEFOXITIN SODIUM","23667300",NA,449.4,750,FALSE,132,"SY-CW-",-0.43164,-0.75393,-0.52081,-0.48368,0.57858,-0.59606,0.27676,-0.35883,-0.40435,-0.58109,-0.59746,-0.2725,-0.065293,-0.14761,-0.15972,-0.026385,0.2209,1.2055,0.90749,0.68069,0.18129,0.99088,0.87314,0.54496,0.86924,0.45911
"ISOBUTYLMETHYLXANTHINE","ISOBUTYLMETHYLXANTHINE","3758","D0R6MT",222.24,318,FALSE,449,"ES-P-",0.03261,-0.15182,0.24982,0.89952,-0.087593,-0.070395,0.11951,0.6434,-0.066677,-0.02936,0.24352,0.68897,-0.076579,-0.37898,-0.13782,-0.48959,0.32436,0.92888,0.20262,0.060638,0.77927,0.98918,0.65306,0.47789,0.7908,0.90824
"VIDARABINE","VIDARABINE","21704","D0NI0C",267.24,335,FALSE,834,"PO-DDNA-",0.17435,0.2306,0.38726,0.54139,0.5638,0.48553,0.49654,0.85216,-0.18117,-0.22289,0.12917,0.24947,-0.21746,-0.36931,-0.2869,-0.45626,-0.16011,-0.40616,-0.1418,-0.62547,0.099142,-0.31923,0.35739,-0.46964,-0.43131,0.25526
"EDROPHONIUM CHLORIDE","EDROPHONIUM","3202","D0S5LH",166.24,145,FALSE,196,"ACH-",-0.053665,-0.23496,-0.006719,0.40131,0.77847,-0.17056,0.2304,0.74324,-0.41828,-0.12777,-0.16973,0.15835,-0.17167,-0.34998,-0.19745,-0.20509,0.11149,0.82971,0.27175,0.23974,0.21503,0.85539,0.48531,0.55516,0.76307,0.40601
"BISANHYDRORUTILANTINONE","BISANHYDRORUTILANTINONE","120369",NA,392.4,691,FALSE,692,"BACT-",-0.076774,-0.73733,0.53019,-0.040087,0.79327,-0.75153,0.24519,-0.010085,-0.40567,-0.11332,0.34305,-0.016846,-0.080101,-0.38478,-0.18627,0.047269,0.23635,1.9106,-0.16513,0.47727,0.68633,1.7288,0.43548,0.68765,1.2997,0.72876
"3-HYDROXYCOUMARIN","3-HYDROXYCOUMARIN","13650",NA,162.14,232,FALSE,125,"NaN",-0.12299,-0.79909,0.031762,0.02599,1.0894,-0.6714,0.94749,0.54357,-0.52264,-0.59955,-0.42433,-0.14201,-0.16815,-0.27758,-0.22354,0.27463,0.028553,1.2556,-0.061385,-0.032195,0.078832,0.88067,-0.020512,0.0064902,0.47012,0.047782
"TYRAMINE","TYRAMINE","5610","D0C5RZ",137.18,87,FALSE,596,"DOPA+",0.13583,-0.22189,0.67678,0.20043,0.59341,-0.18559,0.18605,-0.019161,-0.20665,-0.21906,0.65587,0.13971,-0.1435,-0.36738,-0.27199,-0.33894,0.088116,0.93591,-0.37602,0.20992,0.57901,0.90646,0.21029,0.50021,0.75944,0.5348
"METHOPRENE (S)","METHOPRENE","5366546",NA,310.5,378,FALSE,720,"NaN",0.48401,0.56789,0.8472,1.1189,0.41576,0.34029,0.40783,1.1653,0.12793,0.55583,0.85614,0.51964,-0.2562,-0.41185,-0.27945,-0.38365,-0.22585,-0.021785,-0.51694,-0.58739,0.5223,0.51403,0.28637,-0.01008,0.26666,0.53166
"METHOXYAMINE HYDROCHLORIDE","METHOXYAMINE","4113",NA,47.057,4,FALSE,79,"NaN",0.55662,-0.40781,-0.85651,-0.25937,-0.65555,-0.74151,-0.36484,-0.17207,0.74984,0.069881,-0.35556,-0.2555,0.2391,-0.29489,2.6214,-0.19576,-0.18048,0.88585,0.97978,0.46706,0.5167,0.94763,0.55182,0.45729,0.74353,0.59562
"CYCLOPENTOLATE HYDROCHLORIDE","CYCLOPENTOLATE","2905","D0B1EV",291.4,331,FALSE,830,"NaN",0.3571,-0.21179,-0.42743,0.17,-0.15383,0.21272,0.041012,1.1883,0.67498,-0.41005,0.020249,-0.54356,0.21842,0.27665,0.44413,-0.3636,-0.18334,0.3278,0.65063,-0.082021,0.92478,0.12939,0.53029,-0.029987,0.051335,0.82368
"HETACILLIN POTASSIUM","HETACILLIN POTASSIUM","23678597",NA,427.6,695,FALSE,520,"BACT-",-0.019392,-0.15367,-0.048732,1.0239,0.037304,0.087825,-0.14568,1.0084,-0.064535,-0.25638,-0.10327,0.49692,-0.091793,-0.34081,-0.1096,-0.36486,-0.16416,0.32494,0.10465,-0.2683,-0.35943,0.40298,0.1028,0.41405,0.43543,-0.15645
"METHOCARBAMOL","METHOCARBAMOL","4107","D0FN7J",241.24,236,FALSE,629,"NaN",-0.014565,-0.16507,-0.62199,0.31111,0.324,-0.132,-0.71387,0.58711,0.1113,-0.11949,-0.17867,0.014038,0.080546,-0.065253,1.3634,-0.40272,0.026013,0.6258,1.0891,0.29328,0.15764,0.71721,0.76749,0.69358,0.75143,0.49919
"PERILLIC ACID (-)","PERILLIC ACID","1256",NA,166.22,238,FALSE,810,"PRT-G-",-0.19638,0.78197,-0.53166,0.99497,-0.82279,-0.08204,-1.0791,0.19655,0.61469,0.92237,-0.057159,1.2698,0.5631,-0.33571,1.0624,-0.29728,0.16597,-0.027187,0.69074,-0.28614,0.12703,0.15598,0.38033,0.28041,0.23378,0.27608
"TRIAMCINOLONE","TRIAMCINOLONE","31307","D03BLF",394.4,807,FALSE,350,"ARACH-",0.4456,0.1358,0.24832,0.80682,-0.41664,0.012884,0.2277,0.48179,0.55082,0.25271,-0.0081404,1.4297,-0.14694,-0.1469,-0.012828,-0.20081,-0.43256,0.086622,-0.14706,-0.16911,-0.24008,0.20766,0.12944,0.35207,0.2997,-0.072298
"KETOPROFEN","KETOPROFEN","3825","D0W9WF",254.28,331,FALSE,722,"SY-PG-",0.41664,-0.19356,0.015543,0.48358,0.11694,-0.14699,-0.040158,0.8153,0.15497,0.092452,-0.050191,0.11302,-0.11937,-0.21834,0.078564,-0.30555,-0.42292,0.44415,0.0041403,-0.035065,-0.27706,0.44422,-0.0064182,0.24158,0.36332,-0.16599
"PYRROMYCIN","PYRROMYCIN","196990",NA,585.6,1050,FALSE,234,"BACT-",-0.53426,-0.011216,-0.96769,0.26407,0.093052,-0.14199,-0.73822,0.35453,-0.47801,0.16207,-0.38797,0.024826,0.21842,0.11335,0.93335,-0.38884,0.24615,0.25226,0.87471,-0.16378,-0.075761,0.35566,0.25892,-0.067375,0.14927,0.092739
"PYRIMETHAMINE","PYRIMETHAMINE","4993","D0C0SK",248.71,243,FALSE,82,"NaN",0.36189,-0.39335,0.034174,-0.14946,0.29419,-0.49885,0.76717,0.16737,0.3886,-0.22162,-0.21474,-0.21734,-0.27572,-0.29781,-0.0023267,0.80347,-0.28294,0.56861,0.33489,0.26596,0.17052,0.35921,0.14673,0.14495,0.28801,0.19876
"METHOTREXATE","METHOTREXATE","126941","D0SV8E",454.4,704,FALSE,172,"UN",0.42943,-0.53268,0.094775,-0.095922,0.047353,-0.31721,0.062311,-0.23757,0.07453,-0.31992,-0.035207,0.068653,-0.32875,0.41364,0.33919,-0.30384,-0.60636,0.31418,0.064856,0.055097,-0.75339,-0.01854,0.020147,-0.074412,-0.054294,-0.2706
"CILOSTAZOL","CILOSTAZOL","2754","D03VPC",369.5,485,FALSE,573,"PLAT-AD-",0.28873,-0.004439,0.16016,0.56927,0.48461,0.14596,0.71134,0.86804,-0.15691,-0.12384,-0.16595,0.0046821,-0.3641,-0.45365,-0.063624,-0.33058,-0.41226,0.15635,-0.0065993,-0.30926,-0.40051,0.16055,-0.050521,-0.08959,0.037784,-0.19951
"METHIMAZOLE","METHIMAZOLE","1349907","D0S4BR",114.17,119,FALSE,391,"THYR-",0.62077,-0.10768,-0.1253,-0.083393,0.1884,0.13233,0.47406,-0.055573,0.11165,-0.17227,-0.21039,-0.047421,-0.37117,-0.51915,0.22827,-0.43088,-0.69774,0.11288,0.3177,0.28025,-0.48182,0.031659,0.075651,0.32755,0.21082,-0.11601
"OXOLINIC ACID","OXOLINIC ACID","4628",NA,261.23,446,FALSE,299,"DNA-G-",0.18039,-0.089639,-0.12371,0.31299,0.11083,0.10509,0.2298,0.45401,-0.039472,-0.18659,-0.2006,0.023757,-0.304,-0.37008,0.20492,-0.39344,-0.058348,0.48354,0.83473,-0.026988,0.32676,0.64971,0.34099,0.19038,0.47864,0.43523
"DIFFRATIC ACID","DIFFRATIC ACID","94870",NA,374.4,536,FALSE,103,"NaN",0.95985,0.058709,0.65614,0.79935,-0.30528,-0.50793,0.27865,0.41306,0.44513,0.3559,0.079743,0.57333,-0.43126,-0.5327,-0.20957,-0.4447,-0.88422,0.55102,-0.42036,-0.047487,-0.64466,1.0118,0.14835,0.81435,1.0504,-0.11237
"Tranylcypromine Sulfate","Tranylcypromine Sulfate","25267092",NA,364.5,197,TRUE,460,"NEURT-",0.6053,0.55086,-0.18591,0.45992,0.026195,0.54102,0.17397,0.42671,0.26058,0.33442,-0.20969,0.34936,-0.35703,-0.54173,0.30708,-0.35332,-0.53101,-1.0155,0.58972,-1.0592,-0.12036,-1.333,0.20622,-1.2884,-1.5109,0.14128
"CEFUROXIME SODIUM","CEFUROXIME SODIUM","23670318",NA,446.4,804,FALSE,439,"SY-CW-",0.081905,-0.35326,0.027795,0.28793,0.11083,-0.43074,0.71832,0.26746,-0.10551,-0.23283,-0.208,0.085722,-0.33935,0.17197,-0.11325,0.029158,-0.03782,0.7015,0.097485,-0.23992,0.16014,0.69334,-0.015835,-0.055982,0.35811,0.047017
"LOVASTATIN","LOVASTATIN","53232","D06WTZ",404.5,666,FALSE,532,"RED-HMG-",1.084,2.0094,1.7764,2.0276,-0.81331,0.23792,-0.80275,0.030094,1.5564,0.088081,2.3495,26.982,-0.38862,-0.19677,-0.52686,-0.094892,-0.87805,-1.3078,-0.50817,-1.1804,-0.44188,-0.82927,1.5175,-0.69875,-0.74518,0.44257
"CONESSINE","CONESSINE","441082","D0M9IC",356.6,609,FALSE,138,"NaN",0.23894,-0.37714,0.014433,0.19334,0.28679,-0.29799,-0.56754,0.52106,-0.075959,-0.09046,0.23655,0.019235,-0.091443,0.34499,1.0769,-0.078106,-0.25715,0.84999,0.22376,0.18378,0.018293,0.8101,0.29636,0.25306,0.57352,0.16099
"HYDROCORTISONE","HYDROCORTISONE","5754","D0KR5B",362.5,684,FALSE,824,"ARACH-",-0.078977,-0.58592,-0.30737,-0.26345,0.69933,-0.54492,-0.08032,-0.45624,-0.34379,-0.098611,-0.24886,0.10518,-0.15748,-0.19978,0.018781,0.47928,0.024963,1.0367,0.64603,0.80861,0.19695,1.005,0.60105,0.8393,0.99835,0.44047
"E-CAPSAICIN","E-CAPSAICIN","1548943","D0U5CE",305.4,341,FALSE,638,"VAN+",0.20729,-0.66032,-0.29671,-0.22813,0.22165,-0.57645,-0.56754,0.17831,-0.0086733,-0.10039,-0.08333,-0.20792,-0.23853,-0.28706,0.23648,-0.32988,-0.16184,1.2633,0.59799,0.65505,0.26366,1.1572,0.58257,0.67491,0.98839,0.4788
"E-CAPSAICIN","E-CAPSAICIN","1548943","D0U5CE",305.4,341,FALSE,638,"VAN+",-0.47338,-0.34244,-0.17116,-0.6876,0.15421,-0.22895,-0.35594,-0.66595,-0.24406,-0.1153,0.093995,-0.13045,0.064648,-0.26501,0.063104,-0.30627,0.28752,0.55744,-0.24434,1.0597,-0.12838,0.48935,-0.56377,0.61739,0.69956,-0.41423
"Asarinin (-)","Asarinin","11869417",NA,354.4,482,FALSE,463,"NaN",0.33666,0.67787,0.33446,1.7615,-0.067847,0.44282,-0.55074,1.0074,0.24647,-0.041787,0.64018,1.3249,-0.21452,-0.15263,1.087,-0.31534,0.15382,-0.15421,1.1666,-0.71206,1.1397,0.51492,2.1447,0.39896,0.49784,1.8832
"QUINOLINIC ACID","QUINOLINIC ACID","1066","D0L8CF",167.12,204,FALSE,518,"EAA-G-",0.34767,-0.45376,-0.40871,-0.13159,0.40259,-0.53442,-0.38273,-0.085699,-0.023408,-0.073859,-0.20821,-0.044213,-0.27455,-0.3107,0.25166,-0.28065,-0.15957,0.57334,0.74254,0.5303,0.3406,0.42303,0.65465,0.52791,0.52016,0.56965
"GUAIFENESIN","GUAIFENESIN","3516",NA,198.22,151,FALSE,284,"MUC-",0.0022226,-0.18057,-0.65585,0.17333,0.3085,0.12758,-0.40794,0.56274,-0.18147,-0.1004,-0.37859,-0.16524,-0.14548,-0.19677,0.40861,-0.32143,0.029709,0.82508,0.71387,0.17802,0.3289,0.88898,0.28107,0.30732,0.64495,0.3748
"FOSFOMYCIN","FOSFOMYCIN","446987","D01GYT",138.06,138,FALSE,213,"SY-CW-",0.068283,-0.29163,-0.40694,0.26986,0.019003,-0.41883,-0.07192,0.35895,-0.0085854,-0.084806,-0.35613,0.027701,-0.16048,-0.16868,0.45923,0.10653,-0.095742,0.45,0.35463,0.040962,0.099921,0.42463,0.10244,0.22603,0.35521,0.12238
"PARTHENOLIDE","PARTHENOLIDE","7251185","D0M4KE",248.32,437,FALSE,719,"5HT-",0.35751,0.51105,0.39594,0.62436,0.47374,0.31194,0.42495,0.37788,-0.12118,0.027178,0.12442,0.49827,-0.21242,-0.22276,-0.40895,0.32777,-0.46792,-0.20641,-0.48433,-0.39131,-0.39178,-0.146,-0.40735,-0.080424,-0.12207,-0.49922
"DIMETHYL 4,4-o-PHENYLENE-BIS (3-THIOPHANATE)","DIMETHYL 4,4-o-PHENYLENE-BIS (3-THIOPHANATE)","3032791","D0G1WV",342.4,407,FALSE,96,"FUNG-",0.59428,-0.36596,0.49325,0.52267,-0.12146,0.16848,0.60072,0.64238,0.35179,-0.49683,0.013729,0.11284,-0.29165,0.60074,-0.36865,-0.31788,-0.69523,-0.20515,-0.6231,-0.589,-0.73528,-0.50734,-0.58276,-0.46291,-0.54506,-0.81448
"PHYSOSTIGMINE SULFATE","PHYSOSTIGMINE","5983","D09JVV",275.35,403,FALSE,346,"ES-ACH-",0.17609,-0.45317,-0.02884,0.51237,0.12103,0.30169,0.07341,1.0952,-0.050891,-0.6615,-0.098097,-0.11589,-0.31667,0.09968,-0.32835,-0.31423,-0.22331,-0.26878,-0.24232,-0.89741,-0.029238,-0.586,-0.22081,-0.7637,-0.78048,-0.16552
"PINOCEMBRIN","PINOCEMBRIN","68071","D0G5CS",256.25,337,FALSE,223,"NaN",0.84642,0.35014,0.49699,0.76981,-0.46683,0.19922,-0.57694,0.38685,0.95706,0.26619,0.57414,0.65918,-0.40007,-0.17173,-0.31827,-0.42549,-0.75028,-0.31481,-0.46583,-0.35938,-0.14994,-0.11333,-0.24266,0.041433,-0.02631,-0.2495
"GUANETHIDINE SULFATE","GUANETHIDINE","3518","D0N3PE",198.31,167,FALSE,773,"NaN",0.35443,-0.051516,-0.11305,0.61149,0.34148,0.19922,-0.44511,0.69617,-0.020589,-0.2546,0.0039489,0.20565,-0.34586,-0.063861,0.21574,0.096141,-0.39144,0.24087,-0.023933,-0.17747,-0.26514,0.33744,-0.091871,0.030457,0.17971,-0.21403
"LOMEFLOXACIN HYDROCHLORIDE","LOMEFLOXACIN","3948","D02KOF",351.35,586,FALSE,437,"TO-2-",0.077687,-0.84377,-0.25339,0.051563,0.35617,-0.44636,0.37222,0.38237,-0.2049,-0.68068,-0.39944,-0.28629,-0.26663,-0.21696,-0.13691,0.05784,-0.26211,0.32489,0.098105,-0.11995,-0.39304,-0.10084,-0.138,-0.065014,-0.090549,-0.3185
"CYTOCHALASIN A","CYTOCHALASIN A","5458383",NA,477.6,901,FALSE,647,"NaN",2.1075,3.1273,2.7482,3.0944,-3.4029,-1.6434,-4.0438,-1.3302,27.886,17.937,17.222,15.636,0.60286,1.9267,4.1626,0.31978,-1.0735,-1.483,-1.1981,-1.6848,-1.6735,-1.5155,-1.3278,-1.6054,-1.6868,-1.7522
"LINCOMYCIN HYDROCHLORIDE","LINCOMYCIN","3000540","D0Q0EX",406.5,499,FALSE,515,"BACT-",0.69452,0.084843,0.50461,-0.10035,-1.1232,-0.2641,-0.44185,0.30525,0.61525,0.067449,0.025886,-0.18927,-0.37429,-0.13411,-0.4463,-0.40932,-0.59953,-0.44416,-0.49436,-0.48432,-0.63099,-0.55845,-0.46008,-0.59344,-0.6209,-0.61744
"CETYLPYRIDINIUM CHLORIDE","CETYLPYRIDINIUM","2683",NA,304.5,208,FALSE,200,"NaN",2.1164,3.2178,2.7572,3.3673,-3.417,-1.9249,-4.0923,-2.0325,23.17,51.173,26.047,63.038,1.2809,2.5149,6.3865,1.3795,-1.074,-1.4883,-1.2008,-1.7054,-1.7388,-1.3646,-1.753,-1.6652,-1.7516,-1.9761
"3beta-CHLOROANDROSTANONE","3beta-CHLOROANDROSTANONE","6708555",NA,308.9,461,TRUE,771,"NaN",0.68212,1.8207,0.91515,2.0606,-0.35149,0.84776,0.21378,0.94154,0.10591,0.3144,-0.0038174,0.74329,-0.34438,-0.36901,-0.51076,-0.48174,-0.27109,-0.9486,-0.11351,-1.2476,0.45625,-0.23501,0.63287,-0.59541,-0.4424,0.62057
"OLEANDOMYCIN PHOSPHATE","OLEANDOMYCIN PHOSPHATE","72492",NA,785.9,1140,FALSE,62,"BACT-",0.025206,-0.004544,-0.29848,-0.2573,-0.53557,-0.18434,-0.70896,-0.33575,0.059324,-0.047335,-0.069765,-0.088454,0.004602,-0.29598,-0.20135,0.15849,-0.29905,0.14681,-0.032504,0.53332,-0.44071,0.069506,-0.21808,0.37094,0.23292,-0.3718
"METHYLMETHANE SULFONATE","METHYLMETHANE SULFONATE","4156",NA,110.13,105,FALSE,154,"NaN",0.6591,0.37728,-0.19945,0.151,-0.60636,-0.090516,-0.84656,-0.048242,0.2092,0.20956,-0.008857,0.017833,0.074399,-0.36507,0.088728,-0.22993,-0.61567,-0.23768,-0.1369,-0.11023,-0.66506,-0.19683,-0.29298,-0.015405,-0.11732,-0.54123
"BENZO[a]PYRENE","BENZO[a]PYRENE","2336",NA,252.3,372,FALSE,4,"NaN",0.54224,-0.13145,-0.41553,0.04295,-0.82584,-0.18904,-0.19093,0.1073,0.17162,-0.073653,-0.11671,-0.018986,-0.32444,-0.39862,0.24343,-0.27436,-0.49653,-0.055663,-0.024575,0.2416,-0.3864,-0.13474,-0.25156,0.28165,0.072779,-0.36027
"3,5-DINITROCATECHOL (OR-486)","3,5-DINITROCATECHOL (OR-486)","3870203","D09AYR",200.11,246,FALSE,698,"NEURT-",-0.14832,-0.94366,-0.42273,-0.38809,0.32817,-1.1461,-0.02095,0.04131,-0.19038,-0.16896,-0.12897,-0.3002,-0.045253,0.047491,0.03716,0.40372,-0.2461,1.2975,0.15799,0.91798,-0.46927,0.89364,-0.014221,0.65534,0.83938,-0.27148
"CARMOFUR","CARMOFUR","2577","D00IKH",257.26,382,FALSE,342,"SY-TH-",-0.42022,-0.55967,-0.82425,-0.48128,0.5236,-0.87519,0.29149,-0.48278,-0.46211,-0.098447,-0.53255,-0.29626,0.026515,-0.38217,0.231,-0.31304,-0.047752,0.76822,0.36827,0.32851,-0.54344,0.60122,-0.35984,0.19059,0.43649,-0.57007
"IPRONIAZID SULFATE","IPRONIAZID","3748","D08CNS",179.22,164,FALSE,432,"NEURT-",0.31465,-0.4372,-0.38523,-0.35995,0.25374,-0.38439,0.035731,-0.19704,-0.17451,-0.26301,-0.35133,-0.35338,-0.19409,-0.18192,-0.045816,0.20794,-0.37367,0.60962,0.56587,0.78007,-0.32968,0.40899,0.46167,0.64329,0.57927,-0.064084
"2,4-DINITROPHENOL","2,4-DINITROPHENOL","1493",NA,184.11,220,FALSE,698,"NaN",1.3566,1.9753,2.1172,2.5231,-2.121,-2.0613,-3.5524,-2.1353,-0.40398,78.534,3.53,121.12,-0.385,3.5862,-0.12271,4.4305,-1.0888,-1.1522,-1.6472,-1.4294,-2.0285,-1.2755,-2.9671,0.032566,-1.9989,-2.8008
"BENZYL ISOTHIOCYANATE","BENZYL ISOTHIOCYANATE","2346",NA,149.21,132,FALSE,389,"NaN",-0.066495,0.94398,0.93185,1.5356,0.15779,-0.20034,-1.717,-0.90187,-0.29163,10.121,10.765,60.987,-0.29167,0.17374,-0.084264,1.886,-0.18862,-0.81524,-0.74442,-1.0783,-0.38904,-0.52098,-0.89078,-0.58634,-0.82805,-0.66179
