"name","cleanm","cid","tid","nfingerprints","library","concentration","MolecularWeight","Complexity","inSmall","structCluster","pharma","day1_sleep","day2_sleep","day1_sleepBout","day2_sleepBout","day1_sleepLength","day2_sleepLength","day1_sleepLatency","day2_sleepLatency","day1_averageActivity","day2_averageActivity","day1_averageWaking","day2_averageWaking","daymean_averageWaking","night1_sleep","night2_sleep","night1_sleepBout","night2_sleepBout","night1_sleepLength","night2_sleepLength","night1_sleepLatency","night2_sleepLatency","night1_averageActivity","night2_averageActivity","night1_averageWaking","night2_averageWaking","nightmean_averageWaking"
"7-OXOCHOLESTERYL ACETATE","7-OXOCHOLESTERYL ACETATE",101861,NA,1,"Spectrum","30 uM",442.7,"766",FALSE,"368","NaN",-0.012497,-0.10233,0.12009,0.2444,-0.27282,-0.3237,-0.23371,0.035607,0.48902,0.27597,0.75218,0.2433,0.54745,0.73613,-0.16353,-0.13146,0.23343,0.33891,-0.26232,-0.075992,0.016332,-0.5542,0.43396,0.28502,0.29048,0.36819
"TRIACETIN","TRIACETIN",5541,"D0Q6DX",1,"Spectrum","30 uM",218.2,"229",FALSE,"454","FUNG-",-0.12043,-0.19064,0.38554,0.44912,-0.46945,-0.50128,-0.28625,0.3955,0.5485,0.16846,0.60238,0.082951,0.37272,0.56325,0.30356,-0.048434,0.42192,0.21323,-0.01131,-0.2305,-0.15846,-0.68843,-0.20099,-0.53229,-0.034517,-0.38801
"NORETHINDRONE ACETATE","NORETHINDRONE ACETATE",5832,NA,1,"Spectrum","30 uM",340.5,"695",FALSE,"771","DH-HS-E+",-0.76503,-0.65859,-0.43926,-0.27828,-0.65741,-0.68698,0.4631,-0.16414,1.2814,0.97456,1.1028,0.72795,1.0206,0.13319,-0.33098,0.61581,0.060649,-0.29687,-0.27933,-0.19869,0.25469,-0.28503,0.31386,-0.14336,0.18207,0.0083676
"Irigenin, Dibenzyl Ether","Irigenin, Dibenzyl Ether",6710674,NA,1,"Spectrum","30 uM",540.6,"835",FALSE,"223","NaN",-0.77278,-0.4085,-0.23139,0.22926,-0.57105,-0.48224,3.7686,-0.19425,0.26277,-0.17789,-0.20407,-0.47025,-0.403,-1.971,-0.038356,0.96213,-0.40464,-0.79631,0.5924,0.72783,0.14806,0.3811,-0.26803,-0.0081031,-0.43251,-0.15002
"CYCLOCREATINE","CYCLOCREATINE",2896,"D0Z8LA",1,"Spectrum","30 uM",143.14,"178",FALSE,"530","UN",-0.23352,-0.30167,0.31639,0.31995,-0.36681,-0.4343,-0.088577,-0.27664,0.33942,0.17661,0.45162,-0.10225,0.11736,-1.9287,0.69766,0.93492,-0.024673,-0.76644,0.86129,1.2156,-0.24803,0.32439,-0.74565,-0.1527,-0.88343,-0.41625
"Ampicillin Sodium","Ampicillin Sodium",23663979,NA,1,"Spectrum","30 uM",371.4,"568",FALSE,"520","SY-CW-",-0.73464,-0.34797,-0.27861,0.45008,-0.54728,-0.4991,0.072472,-0.01842,0.28909,-0.41287,-0.057943,-0.62045,-0.44439,-1.7093,0.29022,0.79886,-0.62053,-0.7366,0.65994,2.5345,0.53095,0.27659,-0.41625,-0.13223,-0.45429,-0.25736
"SALSALATE","SALSALATE",5161,"D0Y0JH",1,"Spectrum","30 uM",258.23,"341",FALSE,"663","NaN",-0.2879,-0.38144,0.1512,-0.089747,-0.13226,-0.12612,-0.29999,-0.11484,0.76413,0.48341,0.97545,0.26019,0.68172,-1.0965,-0.099586,0.19962,0.12192,-0.51683,-0.29573,-0.12478,-0.1332,1.2338,0.42207,0.35003,0.012434,0.22831
"Carbenoxolone Sodium","Carbenoxolone Sodium",636402,"D0G6ZW",1,"Spectrum","30 uM",614.7,"1190",FALSE,"674","NaN",-0.52357,-0.319,0.082078,0.33098,-0.14957,-0.13442,5.3325,1.2817,0.7985,0.12314,0.59136,-0.13864,0.2182,-1.3269,0.10006,0.57803,0.37067,-0.66705,-0.066924,0.02822,-0.29983,0.9079,-0.91028,-0.042213,-1.1268,-0.6926
"2,3-DIACETOXY-7,8-EPOXY-24,29-DINOR-1,3,5-FRIEDELATRIENE-20-CARBOXYLIC ACID","2,3-DIACETOXY-7,8-EPOXY-24,29-DINOR-1,3,5-FRIEDELATRIENE-20-CARBOXYLIC ACID",6710688,NA,1,"Spectrum","30 uM",552.7,"1140",FALSE,"240","NaN",0.066429,0.59,0.37212,0.83447,-0.13675,0.057808,-0.247,-0.36665,0.53698,0.13111,0.7636,0.43197,0.67686,0.15159,0.13229,0.56271,-0.14178,-0.18901,0.096527,-0.27672,0.20584,-0.0041249,0.61844,0.20238,0.92315,0.49467
"CEFOXITIN SODIUM","CEFOXITIN SODIUM",23667300,NA,1,"Spectrum","30 uM",449.4,"750",FALSE,"132","SY-CW-",-0.75393,-0.48368,-0.59606,-0.35883,-0.58109,-0.2725,-0.14761,-0.026385,1.2055,0.68069,0.99088,0.54496,0.86924,-0.43164,-0.52081,0.57858,0.27676,-0.40435,-0.59746,-0.065293,-0.15972,0.2209,0.90749,0.18129,0.87314,0.45911
"BISANHYDRORUTILANTINONE","BISANHYDRORUTILANTINONE",120369,NA,1,"Spectrum","30 uM",392.4,"691",FALSE,"692","BACT-",-0.73733,-0.040087,-0.75153,-0.010085,-0.11332,-0.016846,-0.38478,0.047269,1.9106,0.47727,1.7288,0.68765,1.2997,-0.076774,0.53019,0.79327,0.24519,-0.40567,0.34305,-0.080101,-0.18627,0.23635,-0.16513,0.68633,0.43548,0.72876
"3-HYDROXYCOUMARIN","3-HYDROXYCOUMARIN",13650,NA,1,"Spectrum","30 uM",162.14,"232",FALSE,"125","NaN",-0.79909,0.02599,-0.6714,0.54357,-0.59955,-0.14201,-0.27758,0.27463,1.2556,-0.032195,0.88067,0.0064902,0.47012,-0.12299,0.031762,1.0894,0.94749,-0.52264,-0.42433,-0.16815,-0.22354,0.028553,-0.061385,0.078832,-0.020512,0.047782
"METHOPRENE (S)","METHOPRENE",5366546,NA,1,"Spectrum","30 uM",310.5,"378",FALSE,"720","NaN",0.56789,1.1189,0.34029,1.1653,0.55583,0.51964,-0.41185,-0.38365,-0.021785,-0.58739,0.51403,-0.01008,0.26666,0.48401,0.8472,0.41576,0.40783,0.12793,0.85614,-0.2562,-0.27945,-0.22585,-0.51694,0.5223,0.28637,0.53166
"METHOXYAMINE HYDROCHLORIDE","METHOXYAMINE",4113,NA,1,"Spectrum","30 uM",47.057,"4",FALSE,"79","NaN",-0.40781,-0.25937,-0.74151,-0.17207,0.069881,-0.2555,-0.29489,-0.19576,0.88585,0.46706,0.94763,0.45729,0.74353,0.55662,-0.85651,-0.65555,-0.36484,0.74984,-0.35556,0.2391,2.6214,-0.18048,0.97978,0.5167,0.55182,0.59562
"HETACILLIN POTASSIUM","HETACILLIN POTASSIUM",23678597,NA,1,"Spectrum","30 uM",427.6,"695",FALSE,"520","BACT-",-0.15367,1.0239,0.087825,1.0084,-0.25638,0.49692,-0.34081,-0.36486,0.32494,-0.2683,0.40298,0.41405,0.43543,-0.019392,-0.048732,0.037304,-0.14568,-0.064535,-0.10327,-0.091793,-0.1096,-0.16416,0.10465,-0.35943,0.1028,-0.15645
"PYRROMYCIN","PYRROMYCIN",196990,NA,1,"Spectrum","30 uM",585.6,"1050",FALSE,"234","BACT-",-0.011216,0.26407,-0.14199,0.35453,0.16207,0.024826,0.11335,-0.38884,0.25226,-0.16378,0.35566,-0.067375,0.14927,-0.53426,-0.96769,0.093052,-0.73822,-0.47801,-0.38797,0.21842,0.93335,0.24615,0.87471,-0.075761,0.25892,0.092739
"DIFFRATIC ACID","DIFFRATIC ACID",94870,NA,1,"Spectrum","30 uM",374.4,"536",FALSE,"103","NaN",0.058709,0.79935,-0.50793,0.41306,0.3559,0.57333,-0.5327,-0.4447,0.55102,-0.047487,1.0118,0.81435,1.0504,0.95985,0.65614,-0.30528,0.27865,0.44513,0.079743,-0.43126,-0.20957,-0.88422,-0.42036,-0.64466,0.14835,-0.11237
"Tranylcypromine Sulfate","Tranylcypromine Sulfate",25267092,NA,1,"Spectrum","30 uM",364.5,"197",TRUE,"460","NEURT-",0.55086,0.45992,0.54102,0.42671,0.33442,0.34936,-0.54173,-0.35332,-1.0155,-1.0592,-1.333,-1.2884,-1.5109,0.6053,-0.18591,0.026195,0.17397,0.26058,-0.20969,-0.35703,0.30708,-0.53101,0.58972,-0.12036,0.20622,0.14128
"CEFUROXIME SODIUM","CEFUROXIME SODIUM",23670318,NA,1,"Spectrum","30 uM",446.4,"804",FALSE,"439","SY-CW-",-0.35326,0.28793,-0.43074,0.26746,-0.23283,0.085722,0.17197,0.029158,0.7015,-0.23992,0.69334,-0.055982,0.35811,0.081905,0.027795,0.11083,0.71832,-0.10551,-0.208,-0.33935,-0.11325,-0.03782,0.097485,0.16014,-0.015835,0.047017
"Asarinin (-)","Asarinin",11869417,NA,1,"Spectrum","30 uM",354.4,"482",FALSE,"463","NaN",0.67787,1.7615,0.44282,1.0074,-0.041787,1.3249,-0.15263,-0.31534,-0.15421,-0.71206,0.51492,0.39896,0.49784,0.33666,0.33446,-0.067847,-0.55074,0.24647,0.64018,-0.21452,1.087,0.15382,1.1666,1.1397,2.1447,1.8832
"DIMETHYL 4,4-o-PHENYLENE-BIS (3-THIOPHANATE)","DIMETHYL 4,4-o-PHENYLENE-BIS (3-THIOPHANATE)",3032791,"D0G1WV",1,"Spectrum","30 uM",342.4,"407",FALSE,"96","FUNG-",-0.36596,0.52267,0.16848,0.64238,-0.49683,0.11284,0.60074,-0.31788,-0.20515,-0.589,-0.50734,-0.46291,-0.54506,0.59428,0.49325,-0.12146,0.60072,0.35179,0.013729,-0.29165,-0.36865,-0.69523,-0.6231,-0.73528,-0.58276,-0.81448
"PINOCEMBRIN","PINOCEMBRIN",68071,"D0G5CS",1,"Spectrum","30 uM",256.25,"337",FALSE,"223","NaN",0.35014,0.76981,0.19922,0.38685,0.26619,0.65918,-0.17173,-0.42549,-0.31481,-0.35938,-0.11333,0.041433,-0.02631,0.84642,0.49699,-0.46683,-0.57694,0.95706,0.57414,-0.40007,-0.31827,-0.75028,-0.46583,-0.14994,-0.24266,-0.2495
"CYTOCHALASIN A","CYTOCHALASIN A",5458383,NA,1,"Spectrum","30 uM",477.6,"901",FALSE,"647","NaN",3.1273,3.0944,-1.6434,-1.3302,17.937,15.636,1.9267,0.31978,-1.483,-1.6848,-1.5155,-1.6054,-1.6868,2.1075,2.7482,-3.4029,-4.0438,27.886,17.222,0.60286,4.1626,-1.0735,-1.1981,-1.6735,-1.3278,-1.7522
"CETYLPYRIDINIUM CHLORIDE","CETYLPYRIDINIUM",2683,NA,1,"Spectrum","30 uM",304.5,"208",FALSE,"200","NaN",3.2178,3.3673,-1.9249,-2.0325,51.173,63.038,2.5149,1.3795,-1.4883,-1.7054,-1.3646,-1.6652,-1.7516,2.1164,2.7572,-3.417,-4.0923,23.17,26.047,1.2809,6.3865,-1.074,-1.2008,-1.7388,-1.753,-1.9761
"3beta-CHLOROANDROSTANONE","3beta-CHLOROANDROSTANONE",6708555,NA,1,"Spectrum","30 uM",308.9,"461",TRUE,"771","NaN",1.8207,2.0606,0.84776,0.94154,0.3144,0.74329,-0.36901,-0.48174,-0.9486,-1.2476,-0.23501,-0.59541,-0.4424,0.68212,0.91515,-0.35149,0.21378,0.10591,-0.0038174,-0.34438,-0.51076,-0.27109,-0.11351,0.45625,0.63287,0.62057
"METHYLMETHANE SULFONATE","METHYLMETHANE SULFONATE",4156,NA,1,"Spectrum","30 uM",110.13,"105",FALSE,"154","NaN",0.37728,0.151,-0.090516,-0.048242,0.20956,0.017833,-0.36507,-0.22993,-0.23768,-0.11023,-0.19683,-0.015405,-0.11732,0.6591,-0.19945,-0.60636,-0.84656,0.2092,-0.008857,0.074399,0.088728,-0.61567,-0.1369,-0.66506,-0.29298,-0.54123
"BENZO[a]PYRENE","BENZO[a]PYRENE",2336,NA,1,"Spectrum","30 uM",252.3,"372",FALSE,"4","NaN",-0.13145,0.04295,-0.18904,0.1073,-0.073653,-0.018986,-0.39862,-0.27436,-0.055663,0.2416,-0.13474,0.28165,0.072779,0.54224,-0.41553,-0.82584,-0.19093,0.17162,-0.11671,-0.32444,0.24343,-0.49653,-0.024575,-0.3864,-0.25156,-0.36027
"CARMOFUR","CARMOFUR",2577,"D00IKH",1,"Spectrum","30 uM",257.26,"382",FALSE,"342","SY-TH-",-0.55967,-0.48128,-0.87519,-0.48278,-0.098447,-0.29626,-0.38217,-0.31304,0.76822,0.32851,0.60122,0.19059,0.43649,-0.42022,-0.82425,0.5236,0.29149,-0.46211,-0.53255,0.026515,0.231,-0.047752,0.36827,-0.54344,-0.35984,-0.57007
"2,4-DINITROPHENOL","2,4-DINITROPHENOL",1493,NA,1,"Spectrum","30 uM",184.11,"220",FALSE,"698","NaN",1.9753,2.5231,-2.0613,-2.1353,78.534,121.12,3.5862,4.4305,-1.1522,-1.4294,-1.2755,0.032566,-1.9989,1.3566,2.1172,-2.121,-3.5524,-0.40398,3.53,-0.385,-0.12271,-1.0888,-1.6472,-2.0285,-2.9671,-2.8008
"BENZYL ISOTHIOCYANATE","BENZYL ISOTHIOCYANATE",2346,NA,1,"Spectrum","30 uM",149.21,"132",FALSE,"389","NaN",0.94398,1.5356,-0.20034,-0.90187,10.121,60.987,0.17374,1.886,-0.81524,-1.0783,-0.52098,-0.58634,-0.82805,-0.066495,0.93185,0.15779,-1.717,-0.29163,10.765,-0.29167,-0.084264,-0.18862,-0.74442,-0.38904,-0.89078,-0.66179
"MITOMYCIN C","MITOMYCIN C",5746,"D0Y0GH",1,"Spectrum","30 uM",334.33,"757",FALSE,"469","DNA-",-0.48232,-0.43851,-0.08787,0.045838,-0.36943,-0.44849,-0.31642,-0.39499,0.41809,0.70139,0.35427,0.73407,0.59899,-0.018509,-0.65335,0.62555,-0.039492,-0.42071,-0.41593,-0.1347,-0.23036,-0.28297,0.71592,-0.51426,0.33854,-0.25808
"CAPREOMYCIN SULFATE","CAPREOMYCIN",3000502,"D0E7MV",1,"Spectrum","30 uM",1321.4,"2470",FALSE,"137","BACT-",0.17246,0.44238,-0.14828,0.32216,0.25085,0.21878,0.24572,-0.009428,0.049282,-0.58405,0.13315,-0.33935,-0.1073,-0.028787,0.06518,-0.039798,0.0971,-0.01875,0.070899,-0.28493,0.31378,0.29768,-0.028388,0.68537,0.12814,0.49866
"BITHIONOL","BITHIONOL",2406,"D0QQ1J",1,"Spectrum","30 uM",356,"282",FALSE,"426","NaN",3.0773,3.6617,-1.5648,-1.4649,121.9,85.163,1.8374,2.2981,-1.9939,-2.2194,-1.3662,-1.3253,-1.4487,2.2087,3.097,-3.7574,-3.3447,0,239.75,0,-0.17877,-1.6232,-2.3533,-3.3243,-3.4781,-4.1676
"NEOMYCIN SULFATE","NEOMYCIN",8378,"D05JNI",1,"Spectrum","30 uM",614.6,"872",FALSE,"104","BACT-",0.063397,0.75741,-0.092312,0.191,0.23542,1.4373,-0.36283,-0.042178,-0.17969,-0.67793,-0.14132,-0.32219,-0.24474,0.25744,-0.1567,-0.14778,0.056529,0.23591,-0.19036,-0.20168,0.94458,-0.161,0.10139,0.18573,0.049715,0.14409
"LASALOCID SODIUM","LASALOCID SODIUM",6426773,NA,1,"Spectrum","30 uM",612.8,"917",FALSE,"349","BACT-",0.96034,0.46972,0.51908,-0.026232,0.60767,0.8188,-0.36687,-0.17318,-0.8172,-0.29726,-0.38782,-0.0022988,-0.20815,0.29343,0.011928,0.84718,0.38786,-0.1844,-0.20932,-0.3942,-0.20902,-0.60529,-0.3381,-0.78038,-0.58746,-0.8315
"PHENYLMERCURIC ACETATE","PHENYLMERCURIC ACETATE",16682730,NA,1,"Spectrum","30 uM",336.74,"130",FALSE,"353","FUNG-",2.8969,3.5,-1.0094,-0.99353,55.751,33.825,0.78849,0.12839,-1.9779,-2.2058,-1.6757,-1.5241,-1.6636,2.2038,3.097,-3.7343,-3.3447,93.886,239.75,0.83377,-0.52442,-1.6224,-2.3535,-2.9101,-3.5107,-3.7469
"5-HYDROXY-7-METHOXYISOFLAVONE","5-HYDROXY-7-METHOXYISOFLAVONE",16725071,NA,1,"Spectrum","30 uM",268.26,"397",FALSE,"223","NaN",0.52614,0.59336,-0.29898,-0.1246,0.89623,0.7171,-0.31035,-0.031261,0.045739,-0.29724,0.2855,-0.013871,0.14505,0.55676,0.85686,-0.34831,-0.26128,0.5332,1.1701,-0.13924,-0.25654,-0.33229,-0.74427,0.37147,-0.12517,0.15404
"Nystatin","Nystatin",6433272,"D08XAC",1,"Spectrum","30 uM",926.1,"1620",FALSE,"396","FUNG-",-0.67021,-0.093155,-0.68101,-0.31748,-0.37216,0.12453,0.74666,0.084241,1.1099,0.070626,0.92713,0.031151,0.51697,-0.4526,-1.0871,0.25601,-0.70117,-0.34742,-0.64556,0.61475,3.1627,0.12805,0.55628,0.067012,-0.28447,-0.1215
"NEROL","NEROL",643820,NA,1,"Spectrum","30 uM",154.25,"150",FALSE,"864","NaN",-0.50275,-0.33286,-0.40134,0.13987,-0.33101,-0.42985,-0.1786,-0.26262,1.9594,0.70472,2.1061,0.71244,1.5512,-0.011113,-0.45965,0.82338,0.23343,-0.40094,-0.48552,-0.22596,0.81086,-0.1317,0.39323,0.0066707,0.081508,0.052681
"CADMIUM ACETATE","CADMIUM ACETATE",10986,NA,1,"Spectrum","30 uM",230.5,"25",FALSE,"454","UN",0.79047,1.0331,0.25281,0.25311,1.8165,1.9627,-0.17649,0.21573,-0.65325,-1.0159,-0.7849,-1.033,-1.0287,-1.047,1.0315,-0.92717,-1.1174,-0.37942,11.016,2.8188,2.2392,3.978,0.2588,3.6528,0.76897,2.9765
"ANTIMYCIN A (A1 shown)","ANTIMYCIN A (A1 shown)",5702199,NA,1,"Spectrum","30 uM",534.6,"833",FALSE,"513","FUNG-",2.7364,3.4084,-2.0178,-1.9422,188.8,308.22,3.2806,4.166,-1.6158,-1.7491,-1.4166,-2.376,-2.3144,1.7434,2.773,-3.0168,-3.8741,0,0,0,0,-1.275,-1.922,-3.0995,-3.1398,-3.9926
"DICHLOROPHENE","DICHLOROPHENE",3037,NA,1,"Spectrum","30 uM",269.12,"226",FALSE,"206","NEMO-",2.7364,3.3717,-2.0178,-1.8463,201.53,206.1,3.2938,2.4496,-1.6157,-1.7472,-2.3219,-1.9646,-2.4133,1.7277,2.773,-2.996,-3.8741,53.799,0,10.421,0,-1.271,-1.9209,-2.7434,-3.4113,-3.909
"SALINOMYCIN, SODIUM","SALINOMYCIN, SODIUM",23682228,NA,1,"Spectrum","30 uM",773,"1330",FALSE,"94","BACT-",-0.1395,0.056214,0.29277,0.65512,-0.3394,-0.33266,0.17715,-0.003308,0.059525,-0.30192,0.0078688,-0.38252,-0.25596,-1.7343,0.54557,0.30905,-0.71552,-0.11348,1.4574,1.5589,-0.22162,0.4258,-0.69888,-0.011367,-0.94626,-0.3231
"PHENYLBUTYRIC ACID","PHENYLBUTYRIC ACID",4775,"D0B7CH",1,"Spectrum","30 uM",164.2,"137",FALSE,"425","NaN",-0.81624,-0.44055,-0.58083,0.23321,-0.43192,-0.45921,-0.19326,0.013693,0.83626,0.1969,0.47324,-0.10782,0.12252,-0.78471,-0.019581,0.2002,0.061683,-0.38922,-0.078801,0.059362,-0.08299,0.13294,-0.20672,0.068412,-0.35177,-0.061526
"EXALAMIDE","EXALAMIDE",3316,NA,1,"Spectrum","30 uM",221.29,"206",FALSE,"881","PERM-",0.48845,0.57257,-0.19833,0.55654,0.41926,0.085366,0.28989,-0.30672,-0.19311,-0.41875,0.23314,-0.16371,-0.014585,0.1474,1.4487,-0.43247,-1.3977,0.48205,3.2717,-0.15744,-0.39986,0.073581,-0.96665,0.51685,-0.12612,0.37502
"GENTIAN VIOLET","GENTIAN VIOLET",11057,"D04GZA",1,"Spectrum","30 uM",408,"542",FALSE,"149","BACT-",2.1878,2.2623,-1.6008,-1.4584,71.633,64.191,13.074,1.621,-1.4217,-1.3793,-1.5981,-1.4983,-1.744,1.7375,2.9752,-2.6162,-4.2389,5.6925,50.906,30.357,-0.6045,-0.47208,-1.9665,-1.315,-2.7399,-1.9696
"POLYMYXIN B SULFATE","POLYMYXIN B",49800004,NA,1,"Spectrum","30 uM",1203.5,"2150",FALSE,"607","BACT-",-0.045025,-0.21023,-0.11047,-0.17206,-0.11234,-0.11841,-0.279,0.3701,1.4004,0.93917,2.0901,0.80063,1.5942,-0.56333,0.73288,0.53262,0.30521,-0.43492,0.80368,0.37793,0.32332,0.46606,-0.72844,0.048041,-0.54511,-0.29183
"TESTOSTERONE","TESTOSTERONE",6013,"D06XMU",1,"Spectrum","30 uM",288.4,"508",FALSE,"771","ANDR+",-0.34656,-0.40863,-0.2882,-0.17206,-0.12758,-0.12761,0.15481,-0.30368,0.83917,0.63924,0.87796,0.35466,0.70131,-0.52823,-0.55161,-0.065277,-0.56541,-0.25421,-0.18033,0.12293,0.25941,0.49911,0.2236,-0.0081122,-0.19211,-0.11865
"DICLOFENAC SODIUM","DICLOFENAC SODIUM",5018304,NA,1,"Spectrum","30 uM",318.1,"310",FALSE,"872","ARACH-",-0.50299,-0.52244,-0.41162,-0.30011,-0.13295,-0.12907,2.4568,1.6943,0.82935,0.46034,0.73211,0.22103,0.53779,-0.30443,-0.7117,-0.05014,-0.85343,-0.16217,-0.04572,-0.11021,0.08593,0.45335,0.68967,0.40149,0.15023,0.34223
"THIMEROSAL","THIMEROSAL",16684434,NA,1,"Spectrum","30 uM",404.82,"180",FALSE,"545","NaN",3.4303,3.4123,-1.5172,-0.5096,103.77,9.6044,0.91706,-0.40864,-1.8505,-1.883,-2.0302,-2.1053,-2.3792,2.0615,3.2207,-2.4222,-3.4901,10.678,115.46,-0.01831,2.8631,-0.84913,-2.1711,0.069962,-3.8419,-1.1092
"Gambogic Acid Amide","Gambogic Acid Amide",56951189,NA,1,"Spectrum","30 uM",627.8,"1490",FALSE,"455","NaN",-0.77453,-0.5708,-1.0049,-0.65177,-0.21465,-0.2978,-0.3299,0.53324,1.2373,1.6718,1.0679,1.5353,1.4895,0.43109,-0.20717,0.18165,0.096358,0.063044,-0.23241,-0.31196,-0.31855,-0.37478,0.43346,-0.36767,0.44934,-0.16221
"3-Methylcholanthrene","3-Methylcholanthrene",1674,NA,1,"Spectrum","30 uM",268.4,"399",FALSE,"4","NaN",-0.2997,-0.53767,-0.13547,-0.55699,-0.26165,-0.4039,-0.27825,0.25077,0.071924,0.025708,0.11966,-0.2164,-0.059561,0.073328,-1.0503,0.52301,-1.3036,-0.1849,-0.40733,-0.48227,-0.031144,-0.19483,2.243,-0.15691,1.8553,0.50692
"THIRAM","THIRAM",5455,"D02UVS",1,"Spectrum","30 uM",240.4,"158",FALSE,"43","FUNG-",3.0985,2.7091,-0.69945,0.13228,125.3,38.298,1.085,-0.20983,-1.8002,-1.7263,-1.8162,-1.8779,-2.2069,2.0913,2.5842,-2.2872,-1.9603,9.2611,76.343,0.57926,0.68234,-0.96225,-1.9379,-0.78462,-3.1714,-1.824
"THIODIGLYCOL","THIODIGLYCOL",5447,NA,1,"Spectrum","30 uM",122.19,"28",FALSE,"363","NaN",-0.42498,0.37752,0.054814,1.0972,-0.61232,-0.16363,-0.18177,-0.35746,1.1454,0.20636,1.0356,0.4064,0.77545,-0.099883,-0.28525,0.65263,0.27476,-0.40566,-0.39153,-0.080101,0.17898,-0.2158,0.17568,-0.321,0.047965,-0.21268
"ATRACTYLOSIDE POTASSIUM","ATRACTYLOSIDE POTASSIUM",5702200,NA,1,"Spectrum","30 uM",803,"1440",FALSE,"357","NaN",-0.24327,0.31673,0.13996,0.62071,-0.37233,-0.0067181,-0.088961,-0.32413,0.43952,0.13285,0.40141,0.31501,0.38851,-0.18154,-0.054363,0.94872,0.26737,-0.50559,-0.17851,-0.090666,-0.149,-0.24581,-0.13706,-0.44437,-0.23741,-0.44916
"THIOTEPA","THIOTEPA",5453,"D00YZA",1,"Spectrum","30 uM",189.22,"194",FALSE,"374","NaN",-0.0009897,0.32069,0.33027,0.37566,-0.14512,0.073568,-0.33064,-0.0082819,0.68871,0.090686,0.84169,0.42196,0.68144,-0.10142,-0.27059,0.44537,-0.050517,-0.32348,-0.25825,-0.0096609,-0.149,-0.18386,0.51688,-0.30754,0.5064,0.030758
"DACTINOMYCIN","DACTINOMYCIN",457193,"D0P8IV",1,"Spectrum","30 uM",1255.4,"3030",FALSE,"192","NaN",0.34663,0.82973,0.25269,0.69243,0.18004,1.1633,0.83797,-0.055688,-0.32621,-0.52172,-0.41973,-0.18413,-0.31933,0.13185,0.10066,-0.337,-0.16191,0.84162,0.022271,0.094333,0.08394,0.022356,-0.019259,1.0526,0.35812,0.80746
"Colistimethate Sodium","Colistimethate Sodium",216258,"D0Q3BV",1,"Spectrum","30 uM",1749.8,"3430",FALSE,"607","BACT-",0.6737,1.6583,0.53247,1.3946,0.46342,1.3087,-0.33061,-0.4166,0.072398,-1.008,0.7071,-0.71252,-0.017393,0.22195,0.83027,0.49921,-0.1538,-0.1422,0.51281,0.63892,-0.14723,0.018342,-0.34596,0.86041,1.0381,1.055
"CYTOCHALASIN B","CYTOCHALASIN B",5311281,"D0DJ4A",1,"Spectrum","30 uM",479.6,"859",FALSE,"647","NaN",-0.54114,-0.24008,-0.067052,0.53884,-0.74389,-0.7036,-0.42416,0.37084,0.34729,0.089306,0.036493,-0.06849,-0.01812,0.072319,-0.57509,0.84962,0.12218,-0.3811,-0.33386,-0.0849,0.47639,-0.18976,0.6103,-0.17918,0.32083,0.064853
"ACETARSOL","ACETARSOL",1985,NA,1,"Spectrum","30 uM",275.09,"289",FALSE,"411","NaN",0.16095,0.93945,0.20499,0.73155,-0.10505,0.44637,-0.4943,-0.42286,-0.13966,-0.64981,0.019816,-0.17486,-0.091835,0.6672,0.67368,0.29419,0.62062,0.045375,-0.022632,-0.32875,-0.34092,-0.58497,-0.57053,-0.13157,-0.087207,-0.12971
"PIPOBROMAN","PIPOBROMAN",4842,"D03FNJ",1,"Spectrum","30 uM",356.05,"227",FALSE,"443","NaN",0.19302,0.37905,-0.035679,0.15827,0.13657,0.33487,-0.45591,-0.4603,0.17274,0.10512,0.42236,0.39791,0.47265,0.89795,0.8507,-0.17833,0.17397,0.43396,0.21367,-0.37824,-0.14535,-0.64473,-0.43709,0.38698,0.18533,0.31684
"GRAMICIDIN","GRAMICIDIN",16130140,NA,1,"Spectrum","30 uM",1882.3,"3980",FALSE,"394","UN",0.2271,0.69684,0.1505,0.7452,0.039953,0.3434,-0.49656,-0.48839,0.13378,-0.35022,0.41282,0.1232,0.30544,0.73474,0.8491,0.075563,0.2298,0.17063,0.13579,-0.40298,-0.14535,-0.52261,-0.43487,0.31723,0.12488,0.23515
"HEXACHLOROPHENE","HEXACHLOROPHENE",3598,"D0ZX2G",1,"Spectrum","30 uM",406.9,"328",FALSE,"652","NaN",2.8452,3.6583,-1.7158,-1.6935,105.78,174.22,2.2324,2.5126,-1.7842,-2.0568,-2.6434,-2.9753,-3.2474,1.9067,2.6608,-3.1616,-3.2038,0,0,0,0,-1.3879,-2.0729,-3.6413,-1.5088,-2.7677
"ISOTECTORIGENIN, 7-METHYL ETHER","ISOTECTORIGENIN, 7-METHYL ETHER",6708795,NA,1,"Spectrum","30 uM",328.3,"482",FALSE,"223","NaN",-0.38602,-0.020927,-0.71305,0.039357,-0.069461,0.046208,-0.12855,-0.31086,0.31275,-0.29421,0.24289,-0.31479,-0.037746,-0.045947,-0.72874,-0.060609,-0.61794,-0.10936,-0.39538,-0.24153,0.55036,-0.14981,0.55269,-0.11637,-0.043749,-0.10481
