"cid","tid","TARGETID","keggid","keggname"
969516,"D07SDQ","T54156","hsa05205","Proteoglycans in cancer"
969516,"D07SDQ","T54156","hsa05206","MicroRNAs in cancer"
969516,"D07SDQ","T54156","hsa05219","Bladder cancer"
969516,"D07SDQ","T64567","hsa00910","Nitrogen metabolism"
969516,"D07SDQ","T02703","hsa00220","Arginine biosynthesis"
969516,"D07SDQ","T02703","hsa00330","Arginine and proline metabolism"
969516,"D07SDQ","T02703","hsa01100","Metabolic pathways"
969516,"D07SDQ","T02703","hsa04020","Calcium signaling pathway"
969516,"D07SDQ","T02703","hsa04066","HIF-1 signaling pathway"
969516,"D07SDQ","T02703","hsa04146","Peroxisome"
969516,"D07SDQ","T02703","hsa05132","Salmonella infection"
969516,"D07SDQ","T02703","hsa05133","Pertussis"
969516,"D07SDQ","T02703","hsa05140","Leishmaniasis"
969516,"D07SDQ","T02703","hsa05142","Chagas disease (American trypanosomiasis)"
969516,"D07SDQ","T02703","hsa05145","Toxoplasmosis"
969516,"D07SDQ","T02703","hsa05146","Amoebiasis"
969516,"D07SDQ","T02703","hsa05152","Tuberculosis"
969516,"D07SDQ","T02703","hsa05200","Pathways in cancer"
969516,"D07SDQ","T02703","hsa05222","Small cell lung cancer"
969516,"D07SDQ","T65501","hsa00270","Cysteine and methionine metabolism"
969516,"D07SDQ","T65501","hsa01100","Metabolic pathways"
969516,"D07SDQ","T65501","hsa05206","MicroRNAs in cancer"
5281612,"D00RFY; D0EV5U","T92521","hsa00140","Steroid hormone biosynthesis"
5281612,"D00RFY; D0EV5U","T92521","hsa00380","Tryptophan metabolism"
5281612,"D00RFY; D0EV5U","T92521","hsa00980","Metabolism of xenobiotics by cytochrome P450"
5281612,"D00RFY; D0EV5U","T92521","hsa04913","Ovarian steroidogenesis"
5281612,"D00RFY; D0EV5U","T92521","hsa05204","Chemical carcinogenesis"
5281612,"D00RFY; D0EV5U","T92521","hsa05206","MicroRNAs in cancer"
5281612,"D00RFY; D0EV5U","T29130","hsa04062","Chemokine signaling pathway"
5281612,"D00RFY; D0EV5U","T29130","hsa04066","HIF-1 signaling pathway"
5281612,"D00RFY; D0EV5U","T29130","hsa04068","FoxO signaling pathway"
5281612,"D00RFY; D0EV5U","T29130","hsa04550","Signaling pathways regulating pluripotency of stem cells"
5281612,"D00RFY; D0EV5U","T29130","hsa04630","Jak-STAT signaling pathway"
5281612,"D00RFY; D0EV5U","T29130","hsa04917","Prolactin signaling pathway"
5281612,"D00RFY; D0EV5U","T29130","hsa04920","Adipocytokine signaling pathway"
5281612,"D00RFY; D0EV5U","T29130","hsa05145","Toxoplasmosis"
5281612,"D00RFY; D0EV5U","T29130","hsa05160","Hepatitis C"
5281612,"D00RFY; D0EV5U","T29130","hsa05161","Hepatitis B"
5281612,"D00RFY; D0EV5U","T29130","hsa05162","Measles"
5281612,"D00RFY; D0EV5U","T29130","hsa05169","Epstein-Barr virus infection"
5281612,"D00RFY; D0EV5U","T29130","hsa05200","Pathways in cancer"
5281612,"D00RFY; D0EV5U","T29130","hsa05203","Viral carcinogenesis"
5281612,"D00RFY; D0EV5U","T29130","hsa05205","Proteoglycans in cancer"
5281612,"D00RFY; D0EV5U","T29130","hsa05206","MicroRNAs in cancer"
5281612,"D00RFY; D0EV5U","T29130","hsa05212","Pancreatic cancer"
5281612,"D00RFY; D0EV5U","T29130","hsa05221","Acute myeloid leukemia"
5281612,"D00RFY; D0EV5U","T29130","hsa05321","Inflammatory bowel disease (IBD)"
445858,"D03SLR","T13201","hsa00910","Nitrogen metabolism"
445858,"D03SLR","T20401","hsa00910","Nitrogen metabolism"
445858,"D03SLR","T20401","hsa04964","Proximal tubule bicarbonate reclamation"
445858,"D03SLR","T20401","hsa04966","Collecting duct acid secretion"
445858,"D03SLR","T20401","hsa04971","Gastric acid secretion"
445858,"D03SLR","T20401","hsa04972","Pancreatic secretion"
445858,"D03SLR","T20401","hsa04976","Bile secretion"
445858,"D03SLR","T53378","hsa00910","Nitrogen metabolism"
445858,"D03SLR","T53378","hsa04964","Proximal tubule bicarbonate reclamation"
445858,"D03SLR","T16987","hsa00910","Nitrogen metabolism"
445858,"D03SLR","T06569","hsa00910","Nitrogen metabolism"
445858,"D03SLR","T83011","hsa00260","Glycine, serine and threonine metabolism"
445858,"D03SLR","T83011","hsa00330","Arginine and proline metabolism"
445858,"D03SLR","T83011","hsa00340","Histidine metabolism"
445858,"D03SLR","T83011","hsa00350","Tyrosine metabolism"
445858,"D03SLR","T83011","hsa00360","Phenylalanine metabolism"
445858,"D03SLR","T83011","hsa00380","Tryptophan metabolism"
445858,"D03SLR","T83011","hsa00982","Drug metabolism - cytochrome P450"
445858,"D03SLR","T83011","hsa01100","Metabolic pathways"
445858,"D03SLR","T83011","hsa04726","Serotonergic synapse"
445858,"D03SLR","T83011","hsa04728","Dopaminergic synapse"
445858,"D03SLR","T83011","hsa05030","Cocaine addiction"
445858,"D03SLR","T83011","hsa05031","Amphetamine addiction"
445858,"D03SLR","T83011","hsa05034","Alcoholism"
445858,"D03SLR","T31992","hsa00910","Nitrogen metabolism"
445858,"D03SLR","T64567","hsa00910","Nitrogen metabolism"
6280,"D0S4MN","T39716","hsa04261","Adrenergic signaling in cardiomyocytes"
445070,"D0M0CF","T83011","hsa00260","Glycine, serine and threonine metabolism"
445070,"D0M0CF","T83011","hsa00330","Arginine and proline metabolism"
445070,"D0M0CF","T83011","hsa00340","Histidine metabolism"
445070,"D0M0CF","T83011","hsa00350","Tyrosine metabolism"
445070,"D0M0CF","T83011","hsa00360","Phenylalanine metabolism"
445070,"D0M0CF","T83011","hsa00380","Tryptophan metabolism"
445070,"D0M0CF","T83011","hsa00982","Drug metabolism - cytochrome P450"
445070,"D0M0CF","T83011","hsa01100","Metabolic pathways"
445070,"D0M0CF","T83011","hsa04726","Serotonergic synapse"
445070,"D0M0CF","T83011","hsa04728","Dopaminergic synapse"
445070,"D0M0CF","T83011","hsa05030","Cocaine addiction"
445070,"D0M0CF","T83011","hsa05031","Amphetamine addiction"
445070,"D0M0CF","T83011","hsa05034","Alcoholism"
94701,"D0N1QQ","T31391","hsa04974","Protein digestion and absorption"
294641,"D02JUT","T70101","hsa00240","Pyrimidine metabolism"
294641,"D02JUT","T70101","hsa01100","Metabolic pathways"
273,"D02QGI","T13201","hsa00910","Nitrogen metabolism"
273,"D02QGI","T20401","hsa00910","Nitrogen metabolism"
273,"D02QGI","T20401","hsa04964","Proximal tubule bicarbonate reclamation"
273,"D02QGI","T20401","hsa04966","Collecting duct acid secretion"
273,"D02QGI","T20401","hsa04971","Gastric acid secretion"
273,"D02QGI","T20401","hsa04972","Pancreatic secretion"
273,"D02QGI","T20401","hsa04976","Bile secretion"
273,"D02QGI","T53378","hsa00910","Nitrogen metabolism"
273,"D02QGI","T53378","hsa04964","Proximal tubule bicarbonate reclamation"
273,"D02QGI","T16987","hsa00910","Nitrogen metabolism"
273,"D02QGI","T06569","hsa00910","Nitrogen metabolism"
273,"D02QGI","T31992","hsa00910","Nitrogen metabolism"
273,"D02QGI","T64567","hsa00910","Nitrogen metabolism"
445354,"D0S7WX","T46456","hsa03320","PPAR signaling pathway"
445354,"D0S7WX","T46456","hsa04919","Thyroid hormone signaling pathway"
445354,"D0S7WX","T46456","hsa04920","Adipocytokine signaling pathway"
445354,"D0S7WX","T46456","hsa05200","Pathways in cancer"
445354,"D0S7WX","T46456","hsa05202","Transcriptional misregulation in cancer"
445354,"D0S7WX","T46456","hsa05216","Thyroid cancer"
445354,"D0S7WX","T46456","hsa05222","Small cell lung cancer"
445354,"D0S7WX","T46456","hsa05223","Non-small cell lung cancer"
107838,"D03LPH","T83875","hsa00260","Glycine, serine and threonine metabolism"
107838,"D03LPH","T83875","hsa00330","Arginine and proline metabolism"
107838,"D03LPH","T83875","hsa00340","Histidine metabolism"
107838,"D03LPH","T83875","hsa00350","Tyrosine metabolism"
107838,"D03LPH","T83875","hsa00360","Phenylalanine metabolism"
107838,"D03LPH","T83875","hsa00380","Tryptophan metabolism"
107838,"D03LPH","T83875","hsa00982","Drug metabolism - cytochrome P450"
107838,"D03LPH","T83875","hsa01100","Metabolic pathways"
107838,"D03LPH","T83875","hsa04726","Serotonergic synapse"
107838,"D03LPH","T83875","hsa04728","Dopaminergic synapse"
107838,"D03LPH","T83875","hsa05030","Cocaine addiction"
107838,"D03LPH","T83875","hsa05031","Amphetamine addiction"
107838,"D03LPH","T83875","hsa05034","Alcoholism"
107838,"D03LPH","T83011","hsa00260","Glycine, serine and threonine metabolism"
107838,"D03LPH","T83011","hsa00330","Arginine and proline metabolism"
107838,"D03LPH","T83011","hsa00340","Histidine metabolism"
107838,"D03LPH","T83011","hsa00350","Tyrosine metabolism"
107838,"D03LPH","T83011","hsa00360","Phenylalanine metabolism"
107838,"D03LPH","T83011","hsa00380","Tryptophan metabolism"
107838,"D03LPH","T83011","hsa00982","Drug metabolism - cytochrome P450"
107838,"D03LPH","T83011","hsa01100","Metabolic pathways"
107838,"D03LPH","T83011","hsa04726","Serotonergic synapse"
107838,"D03LPH","T83011","hsa04728","Dopaminergic synapse"
107838,"D03LPH","T83011","hsa05030","Cocaine addiction"
107838,"D03LPH","T83011","hsa05031","Amphetamine addiction"
107838,"D03LPH","T83011","hsa05034","Alcoholism"
107838,"D03LPH","T32060","hsa04020","Calcium signaling pathway"
107838,"D03LPH","T32060","hsa04080","Neuroactive ligand-receptor interaction"
107838,"D03LPH","T32060","hsa04540","Gap junction"
107838,"D03LPH","T32060","hsa04726","Serotonergic synapse"
107838,"D03LPH","T32060","hsa04750","Inflammatory mediator regulation of TRP channels"
107838,"D03LPH","T11448","hsa04022","cGMP-PKG signaling pathway"
107838,"D03LPH","T11448","hsa04080","Neuroactive ligand-receptor interaction"
107838,"D03LPH","T41580","hsa04022","cGMP-PKG signaling pathway"
107838,"D03LPH","T41580","hsa04080","Neuroactive ligand-receptor interaction"
107838,"D03LPH","T01777","hsa04022","cGMP-PKG signaling pathway"
107838,"D03LPH","T01777","hsa04080","Neuroactive ligand-receptor interaction"
10569,"D0UQ6U","T65200","hsa00140","Steroid hormone biosynthesis"
10569,"D0UQ6U","T65200","hsa00980","Metabolism of xenobiotics by cytochrome P450"
10569,"D0UQ6U","T65200","hsa01100","Metabolic pathways"
10569,"D0UQ6U","T65200","hsa05204","Chemical carcinogenesis"
3314,"D0O4QB","T83011","hsa00260","Glycine, serine and threonine metabolism"
3314,"D0O4QB","T83011","hsa00330","Arginine and proline metabolism"
3314,"D0O4QB","T83011","hsa00340","Histidine metabolism"
3314,"D0O4QB","T83011","hsa00350","Tyrosine metabolism"
3314,"D0O4QB","T83011","hsa00360","Phenylalanine metabolism"
3314,"D0O4QB","T83011","hsa00380","Tryptophan metabolism"
3314,"D0O4QB","T83011","hsa00982","Drug metabolism - cytochrome P450"
3314,"D0O4QB","T83011","hsa01100","Metabolic pathways"
3314,"D0O4QB","T83011","hsa04726","Serotonergic synapse"
3314,"D0O4QB","T83011","hsa04728","Dopaminergic synapse"
3314,"D0O4QB","T83011","hsa05030","Cocaine addiction"
3314,"D0O4QB","T83011","hsa05031","Amphetamine addiction"
3314,"D0O4QB","T83011","hsa05034","Alcoholism"
3314,"D0O4QB","T46521","hsa04114","Oocyte meiosis"
3314,"D0O4QB","T46521","hsa05200","Pathways in cancer"
3314,"D0O4QB","T46521","hsa05215","Prostate cancer"
14982,"D0T8QB","T65200","hsa00140","Steroid hormone biosynthesis"
14982,"D0T8QB","T65200","hsa00980","Metabolism of xenobiotics by cytochrome P450"
14982,"D0T8QB","T65200","hsa01100","Metabolic pathways"
14982,"D0T8QB","T65200","hsa05204","Chemical carcinogenesis"
135403647,"D0B6TW","T17345","hsa00670","One carbon pool by folate"
135403647,"D0B6TW","T17345","hsa00790","Folate biosynthesis"
135403647,"D0B6TW","T17345","hsa01100","Metabolic pathways"
1201549,"D0HQ6N","T28893","hsa04020","Calcium signaling pathway"
1201549,"D0HQ6N","T28893","hsa04024","cAMP signaling pathway"
1201549,"D0HQ6N","T28893","hsa04080","Neuroactive ligand-receptor interaction"
1201549,"D0HQ6N","T28893","hsa04151","PI3K-Akt signaling pathway"
1201549,"D0HQ6N","T28893","hsa04725","Cholinergic synapse"
1201549,"D0HQ6N","T28893","hsa04810","Regulation of actin cytoskeleton"
5143,"D0A0YX","T13201","hsa00910","Nitrogen metabolism"
5143,"D0A0YX","T20401","hsa00910","Nitrogen metabolism"
5143,"D0A0YX","T20401","hsa04964","Proximal tubule bicarbonate reclamation"
5143,"D0A0YX","T20401","hsa04966","Collecting duct acid secretion"
5143,"D0A0YX","T20401","hsa04971","Gastric acid secretion"
5143,"D0A0YX","T20401","hsa04972","Pancreatic secretion"
5143,"D0A0YX","T20401","hsa04976","Bile secretion"
5143,"D0A0YX","T16987","hsa00910","Nitrogen metabolism"
5143,"D0A0YX","T64567","hsa00910","Nitrogen metabolism"
10439,"D07PYV","T16117","hsa00330","Arginine and proline metabolism"
10439,"D07PYV","T16117","hsa01100","Metabolic pathways"
10439,"D07PYV","T16117","hsa04020","Calcium signaling pathway"
10439,"D07PYV","T16117","hsa04145","Phagosome"
10439,"D07PYV","T16117","hsa04713","Circadian entrainment"
10439,"D07PYV","T16117","hsa04730","Long-term depression"
10439,"D07PYV","T16117","hsa04970","Salivary secretion"
10439,"D07PYV","T16117","hsa05010","Alzheimer's disease"
10439,"D07PYV","T16117","hsa05014","Amyotrophic lateral sclerosis (ALS)"
60857,"D0NG7O","T07806","hsa04024","cAMP signaling pathway"
60857,"D0NG7O","T07806","hsa04080","Neuroactive ligand-receptor interaction"
60857,"D0NG7O","T07806","hsa04726","Serotonergic synapse"
60857,"D0NG7O","T11072","hsa04024","cAMP signaling pathway"
60857,"D0NG7O","T11072","hsa04080","Neuroactive ligand-receptor interaction"
60857,"D0NG7O","T11072","hsa04726","Serotonergic synapse"
137,"D0Y7ZD","T20514","hsa00860","Porphyrin and chlorophyll metabolism"
137,"D0Y7ZD","T20514","hsa01100","Metabolic pathways"
5459308,"D0F9WF","T32137","hsa04066","HIF-1 signaling pathway"
5459308,"D0F9WF","T32137","hsa04145","Phagosome"
5459308,"D0F9WF","T32137","hsa04380","Osteoclast differentiation"
5459308,"D0F9WF","T32137","hsa04670","Leukocyte transendothelial migration"
4062,"D0WO8W","T29303","hsa04728","Dopaminergic synapse"
3749,"D00JAU; D02NZO; D0C0MN","T74456","hsa04020","Calcium signaling pathway"
3749,"D00JAU; D02NZO; D0C0MN","T74456","hsa04022","cGMP-PKG signaling pathway"
3749,"D00JAU; D02NZO; D0C0MN","T74456","hsa04080","Neuroactive ligand-receptor interaction"
3749,"D00JAU; D02NZO; D0C0MN","T74456","hsa04261","Adrenergic signaling in cardiomyocytes"
3749,"D00JAU; D02NZO; D0C0MN","T74456","hsa04270","Vascular smooth muscle contraction"
3749,"D00JAU; D02NZO; D0C0MN","T74456","hsa04614","Renin-angiotensin system"
3749,"D00JAU; D02NZO; D0C0MN","T74456","hsa04924","Renin secretion"
3749,"D00JAU; D02NZO; D0C0MN","T74456","hsa05200","Pathways in cancer"
4747,"D00AWT","T29500","hsa04020","Calcium signaling pathway"
4747,"D00AWT","T29500","hsa04022","cGMP-PKG signaling pathway"
4747,"D00AWT","T29500","hsa04080","Neuroactive ligand-receptor interaction"
4747,"D00AWT","T29500","hsa04261","Adrenergic signaling in cardiomyocytes"
4747,"D00AWT","T29500","hsa04270","Vascular smooth muscle contraction"
4747,"D00AWT","T29500","hsa04970","Salivary secretion"
5484727,"D0M5OC","T82577","hsa04614","Renin-angiotensin system"
5484727,"D0M5OC","T82577","hsa05142","Chagas disease (American trypanosomiasis)"
5484727,"D0M5OC","T82577","hsa05410","Hypertrophic cardiomyopathy (HCM)"
3961,"D0DD0K","T74456","hsa04020","Calcium signaling pathway"
3961,"D0DD0K","T74456","hsa04022","cGMP-PKG signaling pathway"
3961,"D0DD0K","T74456","hsa04080","Neuroactive ligand-receptor interaction"
3961,"D0DD0K","T74456","hsa04261","Adrenergic signaling in cardiomyocytes"
3961,"D0DD0K","T74456","hsa04270","Vascular smooth muscle contraction"
3961,"D0DD0K","T74456","hsa04614","Renin-angiotensin system"
3961,"D0DD0K","T74456","hsa04924","Renin secretion"
3961,"D0DD0K","T74456","hsa05200","Pathways in cancer"
3034010,"D0T9TJ","T94309","hsa00561","Glycerolipid metabolism"
3034010,"D0T9TJ","T94309","hsa01100","Metabolic pathways"
3034010,"D0T9TJ","T94309","hsa04972","Pancreatic secretion"
3034010,"D0T9TJ","T94309","hsa04975","Fat digestion and absorption"
3034010,"D0T9TJ","T94309","hsa04977","Vitamin digestion and absorption"
3034010,"D0T9TJ","T76685","hsa04015","Rap1 signaling pathway"
3034010,"D0T9TJ","T76685","hsa04080","Neuroactive ligand-receptor interaction"
3034010,"D0T9TJ","T76685","hsa04723","Retrograde endocannabinoid signaling"
4829,"D03OFF","T58921","hsa03320","PPAR signaling pathway"
4829,"D03OFF","T58921","hsa04152","AMPK signaling pathway"
4829,"D03OFF","T58921","hsa04380","Osteoclast differentiation"
4829,"D03OFF","T58921","hsa05016","Huntington's disease"
4829,"D03OFF","T58921","hsa05200","Pathways in cancer"
4829,"D03OFF","T58921","hsa05202","Transcriptional misregulation in cancer"
4829,"D03OFF","T58921","hsa05216","Thyroid cancer"
4004,"D0K3LW","T30082","hsa00564","Glycerophospholipid metabolism"
4004,"D0K3LW","T30082","hsa04725","Cholinergic synapse"
5278,"D0U9TM","T26623","hsa00040","Pentose and glucuronate interconversions"
5278,"D0U9TM","T26623","hsa00051","Fructose and mannose metabolism"
5278,"D0U9TM","T26623","hsa00052","Galactose metabolism"
5278,"D0U9TM","T26623","hsa00561","Glycerolipid metabolism"
5278,"D0U9TM","T26623","hsa01100","Metabolic pathways"
16533,"D03SXE","T40016","hsa04080","Neuroactive ligand-receptor interaction"
2730,"D0M5ES","T30082","hsa00564","Glycerophospholipid metabolism"
2730,"D0M5ES","T30082","hsa04725","Cholinergic synapse"
3652,"D0OJ4L","T46482","hsa04620","Toll-like receptor signaling pathway"
3652,"D0OJ4L","T46482","hsa05162","Measles"
3652,"D0OJ4L","T46482","hsa05164","Influenza A"
2581,"D0IT2X","T66665","hsa00590","Arachidonic acid metabolism"
2581,"D0IT2X","T66665","hsa01100","Metabolic pathways"
2581,"D0IT2X","T66665","hsa04064","NF-kappa B signaling pathway"
2581,"D0IT2X","T66665","hsa04370","VEGF signaling pathway"
2581,"D0IT2X","T66665","hsa04668","TNF signaling pathway"
2581,"D0IT2X","T66665","hsa04723","Retrograde endocannabinoid signaling"
2581,"D0IT2X","T66665","hsa04726","Serotonergic synapse"
2581,"D0IT2X","T66665","hsa04913","Ovarian steroidogenesis"
2581,"D0IT2X","T66665","hsa04921","Oxytocin signaling pathway"
2581,"D0IT2X","T66665","hsa04923","Regulation of lipolysis in adipocytes"
2581,"D0IT2X","T66665","hsa05140","Leishmaniasis"
2581,"D0IT2X","T66665","hsa05200","Pathways in cancer"
2581,"D0IT2X","T66665","hsa05204","Chemical carcinogenesis"
2581,"D0IT2X","T66665","hsa05206","MicroRNAs in cancer"
2581,"D0IT2X","T66665","hsa05222","Small cell lung cancer"
5284451,"D01NJI","T77913","hsa04020","Calcium signaling pathway"
5284451,"D01NJI","T77913","hsa04080","Neuroactive ligand-receptor interaction"
5284451,"D01NJI","T77913","hsa04750","Inflammatory mediator regulation of TRP channels"
5054,"D02DBP","T20401","hsa00910","Nitrogen metabolism"
5054,"D02DBP","T20401","hsa04964","Proximal tubule bicarbonate reclamation"
5054,"D02DBP","T20401","hsa04966","Collecting duct acid secretion"
5054,"D02DBP","T20401","hsa04971","Gastric acid secretion"
5054,"D02DBP","T20401","hsa04972","Pancreatic secretion"
5054,"D02DBP","T20401","hsa04976","Bile secretion"
5054,"D02DBP","T16987","hsa00910","Nitrogen metabolism"
5054,"D02DBP","T60529","hsa00590","Arachidonic acid metabolism"
5054,"D02DBP","T60529","hsa01100","Metabolic pathways"
5054,"D02DBP","T60529","hsa04611","Platelet activation"
5054,"D02DBP","T60529","hsa04726","Serotonergic synapse"
5054,"D02DBP","T31992","hsa00910","Nitrogen metabolism"
4021,"D06DLI","T31309","hsa04064","NF-kappa B signaling pathway"
4021,"D06DLI","T31309","hsa04066","HIF-1 signaling pathway"
4021,"D06DLI","T31309","hsa04071","Sphingolipid signaling pathway"
4021,"D06DLI","T31309","hsa04141","Protein processing in endoplasmic reticulum"
4021,"D06DLI","T31309","hsa04151","PI3K-Akt signaling pathway"
4021,"D06DLI","T31309","hsa04210","Apoptosis"
4021,"D06DLI","T31309","hsa04261","Adrenergic signaling in cardiomyocytes"
4021,"D06DLI","T31309","hsa04510","Focal adhesion"
4021,"D06DLI","T31309","hsa04722","Neurotrophin signaling pathway"
4021,"D06DLI","T31309","hsa04725","Cholinergic synapse"
4021,"D06DLI","T31309","hsa05014","Amyotrophic lateral sclerosis (ALS)"
4021,"D06DLI","T31309","hsa05145","Toxoplasmosis"
4021,"D06DLI","T31309","hsa05152","Tuberculosis"
4021,"D06DLI","T31309","hsa05161","Hepatitis B"
4021,"D06DLI","T31309","hsa05169","Epstein-Barr virus infection"
4021,"D06DLI","T31309","hsa05200","Pathways in cancer"
4021,"D06DLI","T31309","hsa05206","MicroRNAs in cancer"
4021,"D06DLI","T31309","hsa05210","Colorectal cancer"
4021,"D06DLI","T31309","hsa05215","Prostate cancer"
4021,"D06DLI","T31309","hsa05222","Small cell lung cancer"
2662,"D03RTS; D0KP0U","T66665","hsa00590","Arachidonic acid metabolism"
2662,"D03RTS; D0KP0U","T66665","hsa01100","Metabolic pathways"
2662,"D03RTS; D0KP0U","T66665","hsa04064","NF-kappa B signaling pathway"
2662,"D03RTS; D0KP0U","T66665","hsa04370","VEGF signaling pathway"
2662,"D03RTS; D0KP0U","T66665","hsa04668","TNF signaling pathway"
2662,"D03RTS; D0KP0U","T66665","hsa04723","Retrograde endocannabinoid signaling"
2662,"D03RTS; D0KP0U","T66665","hsa04726","Serotonergic synapse"
2662,"D03RTS; D0KP0U","T66665","hsa04913","Ovarian steroidogenesis"
2662,"D03RTS; D0KP0U","T66665","hsa04921","Oxytocin signaling pathway"
2662,"D03RTS; D0KP0U","T66665","hsa04923","Regulation of lipolysis in adipocytes"
2662,"D03RTS; D0KP0U","T66665","hsa05140","Leishmaniasis"
2662,"D03RTS; D0KP0U","T66665","hsa05200","Pathways in cancer"
2662,"D03RTS; D0KP0U","T66665","hsa05204","Chemical carcinogenesis"
2662,"D03RTS; D0KP0U","T66665","hsa05206","MicroRNAs in cancer"
2662,"D03RTS; D0KP0U","T66665","hsa05222","Small cell lung cancer"
2662,"D03RTS; D0KP0U","T29130","hsa04062","Chemokine signaling pathway"
2662,"D03RTS; D0KP0U","T29130","hsa04066","HIF-1 signaling pathway"
2662,"D03RTS; D0KP0U","T29130","hsa04068","FoxO signaling pathway"
2662,"D03RTS; D0KP0U","T29130","hsa04550","Signaling pathways regulating pluripotency of stem cells"
2662,"D03RTS; D0KP0U","T29130","hsa04630","Jak-STAT signaling pathway"
2662,"D03RTS; D0KP0U","T29130","hsa04917","Prolactin signaling pathway"
2662,"D03RTS; D0KP0U","T29130","hsa04920","Adipocytokine signaling pathway"
2662,"D03RTS; D0KP0U","T29130","hsa05145","Toxoplasmosis"
2662,"D03RTS; D0KP0U","T29130","hsa05160","Hepatitis C"
2662,"D03RTS; D0KP0U","T29130","hsa05161","Hepatitis B"
2662,"D03RTS; D0KP0U","T29130","hsa05162","Measles"
2662,"D03RTS; D0KP0U","T29130","hsa05169","Epstein-Barr virus infection"
2662,"D03RTS; D0KP0U","T29130","hsa05200","Pathways in cancer"
2662,"D03RTS; D0KP0U","T29130","hsa05203","Viral carcinogenesis"
2662,"D03RTS; D0KP0U","T29130","hsa05205","Proteoglycans in cancer"
2662,"D03RTS; D0KP0U","T29130","hsa05206","MicroRNAs in cancer"
2662,"D03RTS; D0KP0U","T29130","hsa05212","Pancreatic cancer"
2662,"D03RTS; D0KP0U","T29130","hsa05221","Acute myeloid leukemia"
2662,"D03RTS; D0KP0U","T29130","hsa05321","Inflammatory bowel disease (IBD)"
5284537,"D06AEO","T11211","hsa04114","Oocyte meiosis"
5284537,"D06AEO","T11211","hsa05200","Pathways in cancer"
5284537,"D06AEO","T11211","hsa05215","Prostate cancer"
4642,"D0H5DU","T79961","hsa04020","Calcium signaling pathway"
4642,"D0H5DU","T79961","hsa04080","Neuroactive ligand-receptor interaction"
4642,"D0H5DU","T79961","hsa04725","Cholinergic synapse"
4642,"D0H5DU","T79961","hsa04810","Regulation of actin cytoskeleton"
7027,"D04QWD","T26617","hsa00052","Galactose metabolism"
7027,"D04QWD","T26617","hsa01100","Metabolic pathways"
7027,"D04QWD","T26617","hsa04973","Carbohydrate digestion and absorption"
5210,"D08KVZ","T27812","hsa04726","Serotonergic synapse"
5281426,"D02JEZ","T64567","hsa00910","Nitrogen metabolism"
5281426,"D02JEZ","T12355","hsa04068","FoxO signaling pathway"
5281426,"D02JEZ","T12355","hsa04110","Cell cycle"
5281426,"D02JEZ","T12355","hsa04115","p53 signaling pathway"
5281426,"D02JEZ","T12355","hsa04151","PI3K-Akt signaling pathway"
5281426,"D02JEZ","T12355","hsa04152","AMPK signaling pathway"
5281426,"D02JEZ","T12355","hsa04310","Wnt signaling pathway"
5281426,"D02JEZ","T12355","hsa04390","Hippo signaling pathway"
5281426,"D02JEZ","T12355","hsa04510","Focal adhesion"
5281426,"D02JEZ","T12355","hsa04630","Jak-STAT signaling pathway"
5281426,"D02JEZ","T12355","hsa04917","Prolactin signaling pathway"
5281426,"D02JEZ","T12355","hsa04919","Thyroid hormone signaling pathway"
5281426,"D02JEZ","T12355","hsa04921","Oxytocin signaling pathway"
5281426,"D02JEZ","T12355","hsa05161","Hepatitis B"
5281426,"D02JEZ","T12355","hsa05162","Measles"
5281426,"D02JEZ","T12355","hsa05166","HTLV-I infection"
5281426,"D02JEZ","T12355","hsa05200","Pathways in cancer"
5281426,"D02JEZ","T12355","hsa05203","Viral carcinogenesis"
5281426,"D02JEZ","T12355","hsa05205","Proteoglycans in cancer"
5281426,"D02JEZ","T12355","hsa05206","MicroRNAs in cancer"
5281426,"D02JEZ","T12355","hsa05210","Colorectal cancer"
5281426,"D02JEZ","T12355","hsa05212","Pancreatic cancer"
5281426,"D02JEZ","T12355","hsa05213","Endometrial cancer"
5281426,"D02JEZ","T12355","hsa05214","Glioma"
5281426,"D02JEZ","T12355","hsa05215","Prostate cancer"
5281426,"D02JEZ","T12355","hsa05216","Thyroid cancer"
5281426,"D02JEZ","T12355","hsa05218","Melanoma"
5281426,"D02JEZ","T12355","hsa05219","Bladder cancer"
5281426,"D02JEZ","T12355","hsa05220","Chronic myeloid leukemia"
5281426,"D02JEZ","T12355","hsa05221","Acute myeloid leukemia"
5281426,"D02JEZ","T12355","hsa05222","Small cell lung cancer"
5281426,"D02JEZ","T12355","hsa05223","Non-small cell lung cancer"
5281426,"D02JEZ","T12355","hsa05416","Viral myocarditis"
6857534,"D0HH9N","T51426","hsa04976","Bile secretion"
8530,"D0DQ6Z","T01318","hsa00240","Pyrimidine metabolism"
8530,"D0DQ6Z","T01318","hsa01100","Metabolic pathways"
8530,"D0DQ6Z","T89697","hsa00380","Tryptophan metabolism"
8530,"D0DQ6Z","T89697","hsa01100","Metabolic pathways"
8530,"D0DQ6Z","T89697","hsa05143","African trypanosomiasis"
5362124,"D0U3EC","T82577","hsa04614","Renin-angiotensin system"
5362124,"D0U3EC","T82577","hsa05142","Chagas disease (American trypanosomiasis)"
5362124,"D0U3EC","T82577","hsa05410","Hypertrophic cardiomyopathy (HCM)"
